tn;begin;end
2412462;01.12.2014;31.12.9999
2412462;01.02.2018;31.12.9999
2412467;03.11.2009;31.12.9999
2412472;14.09.1998;31.12.9999
2412472;01.02.2018;31.12.9999
2412475;09.10.2003;31.12.9999
2412475;11.02.2020;31.12.9999
2412478;20.07.2020;31.12.9999
2412506;08.05.2020;31.12.9999
2412508;18.10.2010;31.12.9999
2412508;01.03.2018;31.12.9999
2412514;01.07.2004;31.12.9999
2412514;01.03.2018;31.12.9999
2412516;08.12.2009;31.12.9999
2412516;01.03.2018;31.12.9999
2412520;23.10.2002;31.12.9999
2412520;01.03.2018;31.12.9999
2412524;01.06.1998;31.12.9999
2412530;03.05.2018;31.12.9999
2412532;24.07.2016;31.12.9999
2412532;19.04.2018;31.12.9999
2412535;01.02.2010;31.12.9999
2412535;01.03.2018;31.12.9999
2412536;19.01.2015;31.12.9999
2412536;01.11.2017;31.12.9999
2412541;04.12.2017;31.12.9999
2412541;01.03.2018;31.12.9999
2412543;19.02.2016;31.12.9999
2412543;01.03.2018;31.12.9999
2412546;13.01.1998;31.12.9999
2412546;01.03.2018;31.12.9999
2412551;05.04.2012;31.12.9999
2412551;01.03.2018;31.12.9999
2412552;20.05.2013;31.12.9999
2412552;01.02.2018;31.12.9999
2412553;10.06.2013;31.12.9999
2412553;01.03.2018;31.12.9999
2412555;01.08.1991;31.12.9999
2412555;01.03.2018;31.12.9999
2412559;05.11.2014;31.12.9999
2412559;01.02.2018;31.12.9999
2412560;04.07.2005;31.12.9999
2412560;01.03.2018;31.12.9999
2412563;07.06.2006;31.12.9999
2412563;01.07.2019;31.12.9999
2412569;02.02.2009;31.12.9999
2412569;01.03.2018;31.12.9999
2412632;19.09.2019;31.12.9999
2412958;01.03.2018;31.12.9999
2412974;13.04.2020;31.12.9999
2414188;06.05.2019;31.12.9999
2414292;01.09.2020;31.12.9999
2416319;01.04.2020;31.12.9999
2423230;01.03.2018;31.12.9999
2425180;01.03.2013;31.12.9999
2425180;26.07.2018;31.12.9999
2425609;04.03.2019;31.12.9999
2427096;15.06.2020;31.12.9999
2428293;19.04.2018;31.12.9999
2445774;01.03.2018;31.12.9999
2445783;01.03.2018;31.12.9999
2445956;08.02.2018;31.12.9999
2445961;24.04.2018;31.12.9999
2445962;28.02.2018;31.12.9999
2446278;16.03.2018;31.12.9999
2446279;21.03.2018;31.12.9999
2446614;12.02.2019;31.12.9999
2446623;12.11.2019;31.12.9999
2446821;06.05.2019;31.12.9999
2446825;01.07.2020;31.12.9999
2446862;18.06.2018;31.12.9999
2446960;13.07.2018;31.12.9999
2447148;15.10.2018;31.12.9999
2448603;10.09.2018;31.12.9999
2449029;30.10.2018;31.12.9999
2449226;06.06.2020;31.12.9999
2449286;29.10.2018;31.12.9999
2449293;30.12.2018;31.12.9999
2449472;18.07.2019;31.12.9999
2449481;25.12.2018;31.12.9999
2449505;27.12.2018;31.12.9999
2449719;11.01.2019;31.12.9999
2449794;30.09.2020;31.12.9999
2449973;22.01.2019;31.12.9999
2449996;23.01.2019;31.12.9999
2450000;17.01.2019;31.12.9999
2450039;24.01.2019;31.12.9999
