tn;begin;end
1001754;18.03.2019;31.12.9999
1001755;23.09.2005;31.12.9999
1001756;09.01.2020;31.12.9999
1001757;01.01.2012;31.12.9999
1001761;01.08.2018;31.12.9999
1001762;26.12.2011;31.12.9999
1001763;01.05.2018;31.12.9999
1001764;01.01.2012;31.12.9999
1001764;01.05.2018;31.12.9999
1001765;01.05.2018;31.12.9999
1001766;29.08.2012;31.12.9999
1001767;01.02.2013;31.12.9999
1001769;20.07.1998;31.12.9999
1001769;01.06.2019;31.12.9999
1001770;13.12.2010;31.12.9999
1001771;21.07.2009;31.12.9999
1001772;01.02.2007;31.12.9999
1001772;01.01.2020;31.12.9999
1001773;07.12.2012;31.12.9999
1001774;09.08.2007;31.12.9999
1001775;01.01.2018;31.12.9999
1001778;01.01.2012;31.12.9999
1001778;07.11.2018;31.12.9999
1001778;23.10.2019;31.12.9999
1001781;01.06.2020;31.12.9999
1001782;01.02.2016;31.12.9999
1001784;07.05.2019;31.12.9999
1001785;01.02.2019;31.12.9999
1001786;01.07.2011;31.12.9999
1001787;15.09.2004;31.12.9999
1001789;01.01.2012;31.12.9999
1001789;20.12.2016;31.12.9999
1001791;04.07.2009;31.12.9999
1001792;22.02.2018;31.12.9999
1001793;26.06.2000;31.12.9999
1001794;01.10.2010;31.12.9999
1001795;17.11.2015;31.12.9999
1001795;01.07.2019;31.12.9999
1001796;01.09.2020;31.12.9999
1001798;12.05.2016;31.12.9999
1001799;01.07.2017;31.12.9999
1001800;30.08.2011;31.12.9999
1001802;01.01.2009;31.12.9999
1001803;10.06.2013;31.12.9999
1001807;01.01.2012;31.12.9999
1001807;07.12.2012;31.12.9999
1001807;01.11.2019;31.12.9999
1001808;01.04.2019;31.12.9999
1001809;03.09.2018;31.12.9999
1001810;10.06.2019;31.12.9999
1001811;01.12.2004;31.12.9999
1001812;01.03.2016;31.12.9999
1001813;01.04.2010;31.12.9999
1001814;01.03.2009;31.12.9999
1001816;15.09.2020;31.12.9999
1001817;13.01.2020;31.12.9999
1001818;14.10.2013;31.12.9999
1001822;25.10.2013;31.12.9999
1001823;21.04.2008;31.12.9999
1001824;09.06.2012;31.12.9999
1001830;01.01.2020;31.12.9999
1001833;01.11.2012;31.12.9999
1001835;01.09.2020;31.12.9999
1001837;01.01.2012;31.12.9999
1001838;01.02.2011;31.12.9999
1001839;24.10.2011;31.12.9999
1001839;01.01.2013;31.12.9999
1001840;01.01.2012;31.12.9999
1001841;02.04.2018;31.12.9999
1001842;01.02.2013;31.12.9999
1001843;12.08.2004;31.12.9999
1001843;01.01.2013;31.12.9999
1001844;01.01.2012;31.12.9999
1001845;15.09.2020;31.12.9999
1001846;19.05.1993;31.12.9999
1001847;01.01.2012;31.12.9999
1001848;21.10.2008;31.12.9999
1001848;01.01.2013;31.12.9999
1001849;01.01.2012;31.12.9999
1001850;06.09.2005;31.12.9999
1001850;01.01.2013;31.12.9999
1001851;01.08.2013;31.12.9999
1001853;01.07.2016;31.12.9999
1001854;01.01.2012;31.12.9999
1001854;01.01.2015;31.12.9999
1001855;01.12.2016;31.12.9999
1001856;01.01.2012;31.12.9999
1001857;05.11.2003;31.12.9999
1001858;01.02.2014;31.12.9999
1001861;18.06.2008;31.12.9999
1001861;01.01.2012;31.12.9999
1001862;01.01.2012;31.12.9999
1001863;12.01.2015;31.12.9999
1001865;19.08.2013;31.12.9999
1001867;01.06.2015;31.12.9999
1001868;28.01.2019;31.12.9999
1001869;18.05.2012;31.12.9999
1001871;01.01.2012;31.12.9999
1001873;07.05.2018;31.12.9999
1001874;01.01.2012;31.12.9999
1001874;02.03.2020;31.12.9999
1001877;01.01.2012;31.12.9999
