tn;begin;end
2203071;28.12.2016;31.12.9999
2203072;01.04.2019;31.12.9999
2203073;22.12.2017;31.12.9999
2203074;29.08.2019;31.12.9999
2203075;01.01.2018;31.12.9999
2203076;02.08.2012;31.12.9999
2203076;09.10.2020;31.12.9999
2203079;01.10.2013;31.12.9999
2203079;20.11.2018;31.12.9999
2203080;10.10.2013;31.12.9999
2203080;01.02.2019;31.12.9999
2203081;03.08.2020;31.12.9999
2203084;21.03.2016;31.12.9999
2203084;23.07.2018;31.12.9999
2203085;09.01.2019;31.12.9999
2203087;01.01.2017;31.12.9999
2203094;01.02.2013;31.12.9999
2203096;01.01.2011;31.12.9999
2203106;27.02.2012;31.12.9999
2203107;02.11.2015;31.12.9999
2203108;01.03.2016;31.12.9999
2203111;17.05.2016;31.12.9999
2203112;24.10.2017;31.12.9999
2203113;02.04.2019;31.12.9999
2203114;01.03.2016;31.12.9999
2203116;17.04.2017;31.12.9999
2203117;05.12.2016;31.12.9999
2203120;11.11.2015;31.12.9999
2203121;27.11.2015;31.12.9999
2203122;12.12.2019;31.12.9999
2203123;09.01.2020;31.12.9999
2203124;15.12.2012;31.12.9999
2203125;19.09.2011;31.12.9999
2203126;01.03.2016;31.12.9999
2203128;01.03.2016;31.12.9999
2203131;25.11.2019;31.12.9999
2203132;14.04.2018;31.12.9999
2203133;01.08.2004;31.12.9999
2203134;13.11.2012;31.12.9999
2203135;01.02.2019;31.12.9999
2203136;15.04.2019;31.12.9999
2203137;01.03.2016;31.12.9999
2203138;01.07.2014;31.12.9999
2203140;10.04.2017;31.12.9999
2203146;01.04.2017;31.12.9999
2203149;01.04.2016;31.12.9999
2203151;03.07.2017;31.12.9999
2203153;01.03.2016;31.12.9999
2203155;01.03.2016;31.12.9999
2203156;01.07.2013;31.12.9999
2203158;01.06.2020;31.12.9999
2203160;01.03.2016;31.12.9999
2203163;12.12.2019;31.12.9999
2203164;12.09.2016;31.12.9999
2203165;07.03.2018;31.12.9999
2203166;01.03.2016;31.12.9999
2203166;05.11.2019;31.12.9999
2203167;19.02.2016;31.12.9999
2203168;01.07.2002;31.12.9999
2203168;04.10.2019;31.12.9999
2203169;18.06.2013;31.12.9999
2203170;30.05.2012;31.12.9999
2203171;01.11.2011;31.12.9999
2203172;01.01.2014;31.12.9999
2203173;01.01.2011;31.12.9999
2203174;01.03.2016;31.12.9999
2203176;24.01.2008;31.12.9999
2203177;07.07.2014;31.12.9999
2203183;01.02.2015;31.12.9999
2203184;09.01.2020;31.12.9999
2203185;02.08.2014;31.12.9999
2203186;01.01.2013;31.12.9999
2203188;08.08.2014;31.12.9999
2203190;01.01.2011;31.12.9999
2203192;01.01.2017;31.12.9999
2203193;01.12.2013;31.12.9999
2203197;01.03.2016;31.12.9999
2203198;26.02.2016;31.12.9999
2203199;06.06.2016;31.12.9999
2203199;15.10.2018;31.12.9999
2203202;29.12.2016;31.12.9999
2203203;01.04.2016;31.12.9999
2203204;01.04.2016;31.12.9999
2203205;01.01.2006;31.12.9999
2203209;23.03.2015;31.12.9999
2203210;01.04.2016;31.12.9999
2203211;01.03.2016;31.12.9999
2203212;28.12.2017;31.12.9999
2203214;09.01.2020;31.12.9999
2203217;01.10.2020;31.12.9999
2203218;01.11.2016;31.12.9999
2203219;03.10.2011;31.12.9999
2203221;01.01.2016;31.12.9999
2203227;01.01.2014;31.12.9999
2203228;03.07.2017;31.12.9999
2203230;01.01.2013;31.12.9999
2203233;01.04.2019;31.12.9999
2203234;01.09.2013;31.12.9999
2203236;28.07.2014;31.12.9999
2203237;12.12.2019;31.12.9999
2203238;15.05.2017;31.12.9999
2203239;01.09.2017;31.12.9999
2203240;09.04.2012;31.12.9999
2203241;13.08.2018;31.12.9999
2203243;01.01.2012;31.12.9999
2203244;01.04.2019;31.12.9999
2203245;01.01.2011;31.12.9999
2203246;01.08.2012;31.12.9999
2203246;19.01.2015;31.12.9999
2203250;09.01.2019;31.12.9999
2203251;01.03.2016;31.12.9999
2203252;01.04.2018;31.12.9999
2203253;01.05.2015;31.12.9999
2203254;25.12.2017;31.12.9999
2203255;01.11.2017;31.12.9999
2203256;21.07.2008;31.12.9999
2203256;09.01.2019;31.12.9999
2203258;03.05.2005;31.12.9999
2203258;05.12.2017;31.12.9999
