tn;begin;end
2302148;22.11.2011;31.12.9999
2302149;03.02.2010;31.12.9999
2302150;01.01.2016;31.12.9999
2302151;12.02.2014;31.12.9999
2302152;01.06.2016;31.12.9999
2302153;01.06.2017;31.12.9999
2302154;14.08.2013;31.12.9999
2302156;02.01.2018;31.12.9999
2302157;02.01.2018;31.12.9999
2302158;09.01.2013;31.12.9999
2302159;01.01.2011;31.12.9999
2302160;01.06.1998;31.12.9999
2302161;01.01.2018;31.12.9999
2302162;01.01.2018;31.12.9999
2302166;01.01.2018;31.12.9999
2302167;01.01.2018;31.12.9999
2302168;02.01.2018;31.12.9999
2302169;01.01.2019;31.12.9999
2302171;29.10.2019;31.12.9999
2302172;01.01.2016;31.12.9999
2302173;01.12.2019;31.12.9999
2302174;06.12.2017;31.12.9999
2302175;22.01.2018;31.12.9999
2302177;25.05.2020;31.12.9999
2302178;17.12.2018;31.12.9999
2302179;28.01.2019;31.12.9999
2302181;23.12.2019;31.12.9999
2302182;20.08.2019;31.12.9999
2302185;06.09.2018;31.12.9999
2302185;26.12.2019;31.12.9999
2302186;05.09.2018;31.12.9999
2302187;13.08.2018;31.12.9999
2302191;13.07.2018;31.12.9999
2302193;02.01.2019;31.12.9999
2302194;20.02.2014;31.12.9999
2302198;20.08.2018;31.12.9999
2302201;04.03.2019;31.12.9999
2302203;01.10.2020;31.12.9999
2302204;22.01.2020;31.12.9999
2302206;16.08.2019;31.12.9999
2302208;08.10.2019;31.12.9999
2302211;08.08.2019;31.12.9999
2302215;10.05.2020;31.12.9999
2302216;09.09.2019;31.12.9999
2302219;14.08.2019;31.12.9999
2302220;26.08.2019;31.12.9999
2302222;03.09.2019;31.12.9999
2302225;03.08.2020;31.12.9999
2302226;01.06.2019;31.12.9999
2302227;29.08.2018;31.12.9999
2302229;17.12.2018;31.12.9999
2302232;14.05.2020;31.12.9999
2302235;04.03.2019;31.12.9999
2302236;11.06.2020;31.12.9999
2302238;30.01.2020;31.12.9999
2302240;03.02.2020;31.12.9999
2302243;01.11.2019;31.12.9999
2302247;12.10.2017;31.12.9999
2302248;01.11.2012;31.12.9999
2302249;01.01.2016;31.12.9999
2302250;01.01.2018;31.12.9999
2302252;01.07.2010;31.12.9999
2302253;21.06.2011;31.12.9999
2302254;23.04.2014;31.12.9999
2302255;05.03.2010;31.12.9999
2302257;24.09.2009;31.12.9999
2302258;01.01.2017;31.12.9999
2302259;08.09.2008;31.12.9999
2302260;13.03.2019;31.12.9999
2302261;11.06.2011;31.12.9999
2302265;03.11.2009;31.12.9999
2302266;16.05.2001;31.12.9999
2302267;19.02.2014;31.12.9999
2302268;01.01.2012;31.12.9999
2302270;02.07.2020;31.12.9999
2302271;01.01.2013;31.12.9999
2302272;01.01.2018;31.12.9999
2302274;01.10.2017;31.12.9999
2302275;01.11.2009;31.12.9999
2302276;02.01.2018;31.12.9999
2302277;01.01.2016;31.12.9999
2302278;29.07.2019;31.12.9999
2302279;01.02.2019;31.12.9999
2302282;01.01.2018;31.12.9999
2302283;01.03.2004;31.12.9999
2302285;20.08.2018;31.12.9999
2302286;27.08.2020;31.12.9999
2302287;01.10.2017;31.12.9999
2302288;08.10.2019;31.12.9999
2302290;16.12.2019;31.12.9999
2302292;01.01.2016;31.12.9999
2302294;01.10.2017;31.12.9999
2302295;26.11.2012;31.12.9999
2302296;08.03.2020;31.12.9999
2302298;02.07.2020;31.12.9999
2302299;09.01.2018;31.12.9999
2302300;01.08.2019;31.12.9999
2302301;01.06.2016;31.12.9999
2302302;01.01.2016;31.12.9999
2302309;15.01.2016;31.12.9999
2302310;05.10.2020;31.12.9999
2302312;03.08.2020;31.12.9999
2302313;30.09.2020;31.12.9999
2302314;30.09.2020;31.12.9999
2302315;29.09.2020;31.12.9999
2302317;07.08.2019;31.12.9999
2302321;01.09.2020;31.12.9999
2302325;09.01.2019;31.12.9999
2302330;04.08.2020;31.12.9999
2302332;12.08.2020;31.12.9999
2302337;28.07.2020;31.12.9999
2302345;26.08.2020;31.12.9999
2302353;28.07.2020;31.12.9999
2302356;18.08.2020;31.12.9999
2310027;01.01.2018;31.12.9999
2310030;15.06.2020;31.12.9999
2310031;23.12.2005;31.12.9999
2310032;01.07.2016;31.12.9999
2310034;02.01.2018;31.12.9999
2310035;01.01.2020;31.12.9999
2310036;01.10.2009;31.12.9999
2310037;23.11.2005;31.12.9999
2310038;01.02.1993;31.12.9999
2310040;12.11.2007;31.12.9999
2310041;02.09.2013;31.12.9999
2310042;21.08.2008;31.12.9999
2310043;06.04.2015;31.12.9999
2310044;26.01.2015;31.12.9999
2310045;06.12.2016;31.12.9999
2310046;11.01.2017;31.12.9999
2310047;01.04.2019;31.12.9999
2310048;01.01.2016;31.12.9999
2310049;01.01.2013;31.12.9999
2310050;02.06.2014;31.12.9999
2310051;02.06.2014;31.12.9999
2310052;10.09.2018;31.12.9999
2310054;10.07.2008;31.12.9999
2310055;03.10.2016;31.12.9999
2310056;23.05.2014;31.12.9999
2310057;01.01.2012;31.12.9999
2310058;27.07.2020;31.12.9999
2310059;01.10.2017;31.12.9999
