tn;begin;end
802118;01.02.2019;31.12.9999
802122;02.07.2020;31.12.9999
802123;01.01.2020;31.12.9999
802124;01.06.2020;31.12.9999
802125;01.07.2015;31.12.9999
802126;01.06.2020;31.12.9999
802127;02.12.2019;31.12.9999
802129;01.07.2020;31.12.9999
802130;01.05.2008;31.12.9999
802134;07.08.2017;31.12.9999
802138;26.04.2019;31.12.9999
802141;16.12.2019;31.12.9999
802144;18.11.2019;31.12.9999
802151;01.02.2019;31.12.9999
802152;06.11.2014;31.12.9999
802156;15.01.2019;31.12.9999
802157;10.08.2020;31.12.9999
802160;22.08.2001;31.12.9999
802161;25.10.2012;31.12.9999
802162;01.02.2020;31.12.9999
802170;12.03.2016;31.12.9999
802173;23.06.2017;31.12.9999
802174;27.05.2019;31.12.9999
802175;01.02.2019;31.12.9999
802177;13.06.2017;31.12.9999
802179;01.01.2019;31.12.9999
802185;30.06.2019;31.12.9999
802188;04.02.2020;31.12.9999
802191;04.06.2019;31.12.9999
802193;01.06.2019;31.12.9999
802194;12.10.2020;31.12.9999
802207;01.05.2007;31.12.9999
802213;01.01.2011;31.12.9999
802220;04.02.2020;31.12.9999
802223;01.10.2008;31.12.9999
802228;21.11.2018;31.12.9999
802241;01.11.2018;31.12.9999
802245;18.11.2019;31.12.9999
802247;23.09.2019;31.12.9999
802273;17.12.2019;31.12.9999
802276;04.09.2020;31.12.9999
802292;03.12.2018;31.12.9999
802295;18.11.2019;31.12.9999
802297;01.11.2018;31.12.9999
802300;01.01.2020;31.12.9999
802301;01.11.2018;31.12.9999
802302;01.11.2018;31.12.9999
802303;26.10.2019;31.12.9999
802304;03.08.2020;31.12.9999
802306;19.11.2018;31.12.9999
802309;11.12.2018;31.12.9999
802310;01.03.2019;31.12.9999
802313;26.02.2019;31.12.9999
802314;01.01.2016;31.12.9999
802314;20.01.2020;31.12.9999
802316;01.01.2018;31.12.9999
802318;16.08.2019;31.12.9999
802319;01.11.2018;31.12.9999
802319;06.05.2020;31.12.9999
802322;13.11.2017;31.12.9999
802329;28.12.2018;31.12.9999
802331;01.07.2019;31.12.9999
802334;17.02.2020;31.12.9999
802335;01.08.2019;31.12.9999
802336;27.03.2020;31.12.9999
802337;18.12.2018;31.12.9999
802338;11.12.2019;31.12.9999
802341;27.06.2019;31.12.9999
802342;25.06.2019;31.12.9999
802345;01.11.2018;31.12.9999
802348;05.10.2009;31.12.9999
802352;02.04.2001;31.12.9999
802354;01.11.2018;31.12.9999
802355;01.11.2018;31.12.9999
802363;11.12.2018;31.12.9999
802364;11.12.2018;31.12.9999
802367;13.12.2018;31.12.9999
802369;03.12.2018;31.12.9999
802370;01.11.2017;31.12.9999
802381;01.11.2018;31.12.9999
802407;01.11.2018;31.12.9999
802411;01.01.2019;31.12.9999
802412;12.07.2017;31.12.9999
802415;01.02.2019;31.12.9999
802421;01.11.2018;31.12.9999
802425;01.11.2018;31.12.9999
802430;02.08.2013;31.12.9999
802432;29.10.2007;31.12.9999
802437;01.11.2018;31.12.9999
802476;15.11.2018;31.12.9999
802477;01.05.2007;31.12.9999
802488;01.09.2020;31.12.9999
802496;10.05.1990;31.12.9999
802514;01.11.2018;31.12.9999
802518;01.11.2018;31.12.9999
802521;01.11.2018;31.12.9999
802538;01.02.2020;31.12.9999
802548;01.11.2018;31.12.9999
802552;15.06.2020;31.12.9999
802611;01.11.2018;31.12.9999
802692;23.05.2018;31.12.9999
802700;22.02.2018;31.12.9999
802701;10.07.2018;31.12.9999
802702;01.11.2018;31.12.9999
802711;10.09.2018;31.12.9999
802712;01.11.2018;31.12.9999
804437;01.08.2018;31.12.9999
804439;11.12.2019;31.12.9999
804441;07.08.2017;31.12.9999
804446;01.10.2020;31.12.9999
804450;01.08.2017;31.12.9999
804457;01.03.2019;31.12.9999
804463;01.06.2020;31.12.9999
804471;04.07.2019;31.12.9999
804479;01.11.2018;31.12.9999
804480;24.10.2019;31.12.9999
804482;01.11.2018;31.12.9999
804486;16.01.2018;31.12.9999
804487;01.11.2018;31.12.9999
804488;16.01.2018;31.12.9999
804493;28.06.2019;31.12.9999
804494;01.11.2018;31.12.9999
804502;01.11.2018;31.12.9999
804503;11.12.2019;31.12.9999
804504;01.08.2017;31.12.9999
804505;01.02.2018;31.12.9999
804508;24.05.2019;31.12.9999
804511;01.09.2017;31.12.9999
804514;04.10.2018;31.12.9999
804524;01.11.2018;31.12.9999
804525;01.08.2018;31.12.9999
804526;01.11.2018;31.12.9999
804527;06.03.2014;31.12.9999
804528;01.09.2017;31.12.9999
804529;22.04.2019;31.12.9999
804532;01.11.2018;31.12.9999
804533;22.03.2019;31.12.9999
804535;01.08.2017;31.12.9999
804545;01.08.2018;31.12.9999
804546;01.11.2018;31.12.9999
804553;01.11.2018;31.12.9999
804562;14.08.2019;31.12.9999
804565;01.11.2018;31.12.9999
804567;15.10.2019;31.12.9999
804567;15.10.2020;31.12.9999
804572;01.11.2018;31.12.9999
804574;01.08.2017;31.12.9999
