tn;begin;end
1902755;01.05.2008;31.12.9999
1902755;01.10.2020;31.12.9999
1902757;01.10.2020;31.12.9999
1902759;01.10.2019;31.12.9999
1902760;01.11.2019;31.12.9999
1902761;01.11.2019;31.12.9999
1902762;01.10.2020;31.12.9999
1902763;01.10.2020;31.12.9999
1902764;01.10.2020;31.12.9999
1902765;01.10.2020;31.12.9999
1902766;01.06.2008;31.12.9999
1902766;01.10.2020;31.12.9999
1902767;01.10.2020;31.12.9999
1902768;01.10.2020;31.12.9999
1902769;09.01.2014;31.12.9999
1902770;16.02.2016;31.12.9999
1902770;03.08.2016;31.12.9999
1902771;14.08.2012;31.12.9999
1902771;17.12.2019;31.12.9999
1902772;18.02.2008;31.12.9999
1902772;13.04.2020;31.12.9999
1902774;01.09.2010;31.12.9999
1902775;29.06.2012;31.12.9999
1902775;21.05.2019;31.12.9999
1902776;01.07.1997;31.12.9999
1902777;19.01.2012;31.12.9999
