rp;tn;begin;end
70;609660;01.02.2016;31.12.9999
70;609660;09.07.2016;31.12.9999
70;609660;27.07.2016;31.12.9999
70;609662;12.10.1999;31.12.9999
70;609662;01.10.2015;31.12.9999
70;609665;25.09.2015;31.12.9999
70;609665;07.04.2016;31.12.9999
70;609665;01.01.2017;31.12.9999
70;609670;01.06.1994;31.12.9999
70;609670;01.11.2020;31.12.9999
70;609672;11.01.2011;31.12.9999
70;609672;10.02.2013;31.12.9999
70;609678;01.03.2016;31.12.9999
70;609678;30.01.2018;31.12.9999
70;609680;21.04.2016;31.12.9999
70;609681;19.04.1994;31.12.9999
70;609685;30.05.2016;31.12.9999
70;609687;01.01.2016;31.12.9999
70;609687;01.05.2016;31.12.9999
70;609687;20.05.2016;31.12.9999
70;609687;18.06.2018;31.12.9999
70;609689;01.09.2016;31.12.9999
70;609689;03.02.2020;31.12.9999
70;609696;27.01.2016;31.12.9999
70;609696;05.12.2016;31.12.9999
70;609696;01.04.2019;31.12.9999
70;609697;11.12.2015;31.12.9999
70;609697;25.01.2016;31.12.9999
70;609697;01.05.2016;31.12.9999
70;609698;01.03.2016;31.12.9999
70;609698;01.01.2018;31.12.9999
70;609698;01.04.2019;31.12.9999
70;609699;31.08.2020;31.12.9999
70;609700;01.04.2016;31.12.9999
70;609700;02.05.2017;31.12.9999
70;609700;01.01.2018;31.12.9999
70;609700;01.01.2019;31.12.9999
70;609700;01.04.2019;31.12.9999
70;609701;12.03.2013;31.12.9999
70;609701;18.04.2016;31.12.9999
70;609701;07.11.2017;31.12.9999
70;609702;04.04.2016;31.12.9999
70;609702;01.04.2019;31.12.9999
70;609706;01.01.2016;31.12.9999
70;609706;21.07.2016;31.12.9999
70;609706;22.07.2016;31.12.9999
70;609707;01.01.2016;31.12.9999
70;609707;03.03.2016;31.12.9999
70;609707;01.05.2016;31.12.9999
70;609708;01.01.2016;31.12.9999
70;609708;01.04.2017;31.12.9999
70;609708;20.05.2017;31.12.9999
70;609709;04.04.2016;31.12.9999
70;609709;20.04.2017;31.12.9999
70;609709;01.04.2019;31.12.9999
70;609710;12.10.2016;31.12.9999
70;609710;14.08.2017;31.12.9999
70;609710;01.01.2018;31.12.9999
70;609710;01.01.2019;31.12.9999
70;609710;01.04.2019;31.12.9999
70;609711;19.04.2016;31.12.9999
70;609711;05.07.2016;31.12.9999
70;609711;05.08.2020;31.12.9999
70;609712;14.04.2016;31.12.9999
70;609712;01.09.2017;31.12.9999
70;609712;01.04.2019;31.12.9999
70;609713;25.04.2016;31.12.9999
70;609713;01.04.2019;31.12.9999
70;609715;13.09.2017;31.12.9999
70;609715;05.12.2020;31.12.9999
70;609716;04.02.2016;31.12.9999
70;609716;10.07.2018;31.12.9999
70;609717;01.01.2017;31.12.9999
70;609720;01.01.2017;31.12.9999
70;609720;06.03.2017;31.12.9999
70;609720;03.07.2017;31.12.9999
70;609720;16.01.2018;31.12.9999
70;609724;01.01.2017;31.12.9999
70;609726;01.01.2017;31.12.9999
70;609726;16.02.2017;31.12.9999
70;609726;14.08.2017;31.12.9999
70;609727;01.01.2017;31.12.9999
70;609728;01.01.2017;31.12.9999
70;609728;06.03.2017;31.12.9999
70;609728;01.09.2017;31.12.9999
70;609728;01.04.2019;31.12.9999
70;609732;20.04.2016;31.12.9999
70;609733;14.05.2016;31.12.9999
70;609733;23.01.2017;31.12.9999
70;609734;28.09.2020;31.12.9999
70;609735;22.04.2016;31.12.9999
70;609735;01.05.2016;31.12.9999
70;609735;01.01.2019;31.12.9999
70;609740;10.11.2015;31.12.9999
70;609740;01.06.2016;31.12.9999
70;609740;08.10.2016;31.12.9999
70;609740;07.05.2017;31.12.9999
70;609740;20.05.2017;31.12.9999
70;609740;04.06.2017;31.12.9999
70;609741;01.01.2016;31.12.9999
70;609742;01.01.2016;31.12.9999
70;609742;01.05.2016;31.12.9999
70;609742;08.06.2016;31.12.9999
70;609742;25.02.2020;31.12.9999
70;609743;24.09.2015;31.12.9999
70;609743;04.09.2017;31.12.9999
70;609745;01.08.2016;31.12.9999
70;609746;19.07.2016;31.12.9999
70;609749;06.12.1990;31.12.9999
70;609751;16.09.2019;31.12.9999
70;609755;11.10.2016;31.12.9999
70;609755;16.05.2017;31.12.9999
70;609755;24.05.2017;31.12.9999
70;609755;03.08.2019;31.12.9999
70;609758;01.01.2016;31.12.9999
70;609758;04.04.2016;31.12.9999
70;609758;22.12.2017;31.12.9999
70;609759;05.09.2017;31.12.9999
70;609759;18.05.2018;31.12.9999
70;609759;19.05.2018;31.12.9999
70;609759;01.01.2019;31.12.9999
70;609760;08.04.2002;31.12.9999
70;609760;11.01.2005;31.12.9999
70;609760;01.04.2015;31.12.9999
70;609761;24.04.2017;31.12.9999
70;609761;22.05.2017;31.12.9999
70;609761;25.09.2017;31.12.9999
70;609764;15.08.2016;31.12.9999
70;609765;01.05.2013;31.12.9999
70;609765;01.01.2016;31.12.9999
70;609766;01.12.2016;31.12.9999
70;609766;02.08.2019;31.12.9999
70;609767;14.10.2014;31.12.9999
70;609767;01.01.2018;31.12.9999
70;609768;28.04.2014;31.12.9999
70;609768;01.01.2020;31.12.9999
70;609772;01.03.2010;31.12.9999
70;609772;25.10.2011;31.12.9999
70;609772;17.09.2015;31.12.9999
70;609773;06.12.1996;31.12.9999
70;609773;01.09.2015;31.12.9999
70;609773;01.10.2015;31.12.9999
70;609775;01.01.2016;31.12.9999
70;609776;15.02.2016;31.12.9999
70;609776;01.11.2016;31.12.9999
70;609777;28.09.2009;31.12.9999
70;609777;11.02.2013;31.12.9999
70;609777;27.04.2015;31.12.9999
70;609778;21.12.2020;31.12.9999
70;609779;01.04.2020;31.12.9999
70;609781;22.12.2014;31.12.9999
70;609781;14.06.2016;31.12.9999
70;609782;01.03.2016;31.12.9999
70;609782;21.06.2016;31.12.9999
70;609785;07.07.2011;31.12.9999
70;609785;07.07.2015;31.12.9999
70;609786;19.04.2018;31.12.9999
70;609787;04.03.2014;31.12.9999
70;609787;03.03.2015;31.12.9999
70;609787;01.03.2020;31.12.9999
70;609788;27.04.2015;31.12.9999
70;609788;16.03.2016;31.12.9999
70;609789;04.05.2009;31.12.9999
70;609789;16.04.2019;31.12.9999
70;609789;03.09.2019;31.12.9999
70;609790;01.10.2018;31.12.9999
70;609792;01.01.2013;31.12.9999
70;609792;01.03.2020;31.12.9999
70;609793;01.06.2012;31.12.9999
70;609793;31.03.2015;31.12.9999
70;609793;01.07.2020;31.12.9999
70;609794;01.01.2015;31.12.9999
70;609794;20.03.2017;31.12.9999
70;609795;28.10.2013;31.12.9999
70;609795;01.03.2019;31.12.9999
70;609796;24.06.2015;31.12.9999
70;609796;01.10.2020;31.12.9999
70;609797;01.10.2017;31.12.9999
70;609798;09.10.2017;31.12.9999
70;609799;01.02.2006;31.12.9999
70;609799;03.10.2017;31.12.9999
70;609799;04.10.2018;31.12.9999
70;609799;01.04.2019;31.12.9999
70;609800;18.10.2004;31.12.9999
70;609800;01.01.2013;31.12.9999
70;609800;01.10.2018;31.12.9999
70;609801;26.02.2007;31.12.9999
70;609801;16.07.2018;31.12.9999
70;609801;18.10.2019;31.12.9999
70;609803;01.01.2010;31.12.9999
70;609803;14.12.2016;31.12.9999
70;609804;13.08.2013;31.12.9999
70;609804;01.01.2019;31.12.9999
70;609805;01.01.2016;31.12.9999
70;609805;03.02.2016;31.12.9999
70;609805;04.08.2016;31.12.9999
70;609806;01.01.2016;31.12.9999
70;609807;07.06.2018;31.12.9999
70;609809;22.07.2013;31.12.9999
70;609809;01.06.2020;31.12.9999
70;609810;31.01.2011;31.12.9999
70;609811;01.03.2016;31.12.9999
70;609811;01.04.2019;31.12.9999
70;609812;11.02.2010;31.12.9999
70;609812;23.01.2018;31.12.9999
70;609812;06.02.2020;31.12.9999
70;609817;27.11.2015;31.12.9999
70;609817;01.09.2017;31.12.9999
70;609817;27.11.2020;31.12.9999
70;609818;17.12.2018;31.12.9999
70;609819;17.10.2016;31.12.9999
70;609821;01.01.2016;31.12.9999
70;609821;01.02.2016;31.12.9999
70;609821;01.05.2016;31.12.9999
70;609821;09.10.2017;31.12.9999
70;609821;01.01.2018;31.12.9999
70;609821;01.02.2020;31.12.9999
70;609822;13.07.2016;31.12.9999
70;609822;01.01.2018;31.12.9999
70;609822;06.08.2019;31.12.9999
70;609823;16.12.2020;31.12.9999
70;609826;01.07.2015;31.12.9999
70;609826;01.08.2016;31.12.9999
70;609826;16.12.2016;31.12.9999
70;609826;21.12.2016;31.12.9999
70;609826;03.07.2017;31.12.9999
70;609826;01.02.2018;31.12.9999
70;609826;10.01.2020;31.12.9999
70;609829;16.12.2015;31.12.9999
70;609829;01.01.2019;31.12.9999
70;609829;01.03.2020;31.12.9999
70;609831;01.04.2019;31.12.9999
70;609835;16.10.2019;31.12.9999
70;609838;01.08.2017;31.12.9999
70;609839;18.04.2018;31.12.9999
70;609839;21.05.2019;31.12.9999
70;609843;07.07.2016;31.12.9999
70;609843;01.01.2017;31.12.9999
70;609843;28.09.2020;31.12.9999
70;609844;01.01.2016;31.12.9999
70;609846;01.03.2016;31.12.9999
70;609846;20.12.2018;31.12.9999
70;609851;22.07.2019;31.12.9999
70;609853;07.11.2016;31.12.9999
70;609855;29.09.2016;31.12.9999
70;609855;29.09.2017;31.12.9999
70;609857;17.10.2016;31.12.9999
70;609857;01.12.2020;31.12.9999
70;609858;03.11.2016;31.12.9999
70;609858;03.11.2017;31.12.9999
70;609860;21.09.2016;31.12.9999
70;609860;01.05.2019;31.12.9999
70;609860;11.05.2019;31.12.9999
70;609860;12.05.2019;31.12.9999
70;609861;23.12.2015;31.12.9999
70;609861;01.01.2019;31.12.9999
70;609862;25.01.2016;31.12.9999
70;609863;04.05.2016;31.12.9999
70;609863;03.10.2016;31.12.9999
70;609863;17.12.2018;31.12.9999
70;609863;20.07.2020;31.12.9999
70;609864;09.11.2020;31.12.9999
70;609865;26.07.2016;31.12.9999
70;609867;12.09.2016;31.12.9999
70;609867;25.09.2019;31.12.9999
70;609868;04.10.2016;31.12.9999
70;609868;25.05.2017;31.12.9999
70;609868;09.01.2018;31.12.9999
70;609869;01.09.2016;31.12.9999
70;609869;25.04.2017;31.12.9999
70;609869;15.11.2019;31.12.9999
70;609870;21.11.2016;31.12.9999
70;609871;12.03.2016;31.12.9999
70;609873;01.02.2014;31.12.9999
70;609873;01.04.2016;31.12.9999
70;609873;21.01.2017;31.12.9999
70;609873;15.09.2018;31.12.9999
70;609873;01.01.2019;31.12.9999
70;609874;06.02.2014;31.12.9999
70;609874;01.03.2018;31.12.9999
70;609874;16.10.2019;31.12.9999
70;609875;25.11.2014;31.12.9999
70;609875;01.04.2019;31.12.9999
70;609876;22.11.2016;31.12.9999
70;609876;27.12.2019;31.12.9999
70;609877;27.11.2020;31.12.9999
70;609878;29.04.2015;31.12.9999
70;609878;11.02.2016;31.12.9999
70;609878;22.08.2018;31.12.9999
70;609879;01.02.2016;31.12.9999
70;609879;30.08.2017;31.12.9999
70;609880;14.06.2016;31.12.9999
70;609880;20.07.2016;31.12.9999
70;609880;21.07.2016;31.12.9999
70;609880;19.03.2019;31.12.9999
70;609880;25.02.2020;31.12.9999
70;609882;13.04.2016;31.12.9999
70;609884;07.10.2016;31.12.9999
70;609884;11.07.2019;31.12.9999
70;609886;13.04.2016;31.12.9999
70;609886;01.05.2016;31.12.9999
70;609886;01.01.2019;31.12.9999
70;609888;21.11.2016;31.12.9999
70;609891;15.01.2016;31.12.9999
70;609891;07.04.2016;31.12.9999
70;609891;01.05.2016;31.12.9999
70;609891;01.01.2019;31.12.9999
70;609892;15.08.2016;31.12.9999
70;609892;20.05.2017;31.12.9999
70;609893;04.09.2020;31.12.9999
70;609895;12.12.2016;31.12.9999
70;609895;25.03.2017;31.12.9999
70;609895;07.05.2017;31.12.9999
70;609895;01.12.2018;31.12.9999
70;609896;25.09.2016;31.12.9999
70;609896;01.01.2018;31.12.9999
70;609896;16.07.2018;31.12.9999
70;609896;15.12.2018;31.12.9999
70;609896;13.01.2019;31.12.9999
70;609896;12.04.2019;31.12.9999
70;609896;14.04.2019;31.12.9999
70;609898;21.04.2016;31.12.9999
70;609898;01.05.2016;31.12.9999
70;609898;01.01.2019;31.12.9999
70;609899;12.03.2019;31.12.9999
70;609901;30.12.2014;31.12.9999
70;609901;28.08.2016;31.12.9999
70;609904;29.09.2016;31.12.9999
70;609904;18.01.2018;31.12.9999
70;609904;01.01.2019;31.12.9999
70;609906;18.03.2016;31.12.9999
70;609906;01.05.2016;31.12.9999
70;609907;01.01.2016;31.12.9999
70;609908;01.10.2015;31.12.9999
70;609908;30.12.2015;31.12.9999
70;609908;01.05.2016;31.12.9999
70;609908;19.07.2016;31.12.9999
70;609908;20.07.2016;31.12.9999
70;609909;12.04.2016;31.12.9999
70;609909;01.05.2016;31.12.9999
70;609909;01.01.2019;31.12.9999
70;609910;07.11.2016;31.12.9999
70;609910;25.12.2018;31.12.9999
70;609910;23.05.2019;31.12.9999
70;609911;01.09.2017;31.12.9999
70;609912;26.02.2018;31.12.9999
70;609912;17.03.2018;31.12.9999
70;609912;12.10.2020;31.12.9999
70;609913;01.09.2017;31.12.9999
70;609913;19.02.2019;31.12.9999
70;609913;01.06.2019;31.12.9999
70;609914;24.11.2015;31.12.9999
70;609914;01.01.2019;31.12.9999
70;609917;21.07.2016;31.12.9999
70;609917;01.09.2016;31.12.9999
70;609917;01.04.2018;31.12.9999
70;609917;15.10.2020;31.12.9999
70;609918;01.12.2016;31.12.9999
70;609920;23.11.2020;31.12.9999
70;609921;06.08.2020;31.12.9999
70;609922;13.08.2016;31.12.9999
70;609924;01.01.2016;31.12.9999
70;609926;11.04.1996;31.12.9999
70;609926;26.07.2018;31.12.9999
70;609928;05.12.2016;31.12.9999
70;609929;01.01.2016;31.12.9999
70;609929;03.11.2020;31.12.9999
70;609930;01.01.2017;31.12.9999
70;609931;01.01.2016;31.12.9999
70;609932;01.01.2016;31.12.9999
70;609933;19.05.2018;31.12.9999
70;609933;11.12.2020;31.12.9999
70;609934;03.02.1989;31.12.9999
70;609935;01.02.2011;31.12.9999
70;609935;16.01.2014;31.12.9999
70;609935;09.01.2017;31.12.9999
70;609935;01.04.2019;31.12.9999
70;609936;01.02.2018;31.12.9999
70;609936;05.03.2018;31.12.9999
70;609937;05.08.2010;31.12.9999
70;609937;07.10.2019;31.12.9999
70;609938;01.01.2016;31.12.9999
70;609938;05.06.2020;31.12.9999
70;609939;01.01.2016;31.12.9999
70;609939;28.11.2016;31.12.9999
70;609940;09.01.2020;31.12.9999
70;609941;14.06.2016;31.12.9999
70;609941;01.01.2018;31.12.9999
70;609943;18.09.2017;31.12.9999
70;609943;01.01.2018;31.12.9999
70;609944;31.12.1997;31.12.9999
70;609944;19.01.2010;31.12.9999
70;609944;10.11.2015;31.12.9999
70;609944;01.01.2019;31.12.9999
70;609944;01.01.2020;31.12.9999
70;609946;01.12.2011;31.12.9999
70;609946;30.07.2017;31.12.9999
70;609946;04.04.2019;31.12.9999
70;609948;01.01.2013;31.12.9999
70;609948;20.10.2014;31.12.9999
70;609949;02.05.2012;31.12.9999
70;609949;01.01.2017;31.12.9999
70;609949;01.09.2017;31.12.9999
70;609949;23.05.2018;31.12.9999
70;609951;14.02.2017;31.12.9999
70;609951;17.04.2017;31.12.9999
70;609951;01.11.2018;31.12.9999
70;609952;01.01.2017;31.12.9999
70;609952;09.01.2020;31.12.9999
70;609953;01.07.2013;31.12.9999
70;609953;01.02.2015;31.12.9999
70;609953;12.01.2017;31.12.9999
70;609953;02.11.2018;31.12.9999
70;609953;16.01.2019;31.12.9999
70;609954;01.01.2016;31.12.9999
70;609954;13.12.2016;31.12.9999
70;609955;16.04.2012;31.12.9999
70;609955;01.01.2013;31.12.9999
70;609955;01.03.2020;31.12.9999
70;609956;22.06.2015;31.12.9999
70;609956;16.03.2018;31.12.9999
70;609957;01.05.2018;31.12.9999
70;609960;19.09.2011;31.12.9999
70;609960;23.07.2018;31.12.9999
70;609960;01.04.2019;31.12.9999
70;609960;25.12.2019;31.12.9999
70;609964;02.02.2018;31.12.9999
70;609964;03.04.2018;31.12.9999
70;609964;11.10.2018;31.12.9999
70;609966;01.03.2017;31.12.9999
70;609966;01.11.2020;31.12.9999
70;609969;31.12.2017;31.12.9999
70;609969;11.12.2019;31.12.9999
70;609970;01.04.2015;31.12.9999
70;609971;04.05.2010;31.12.9999
70;609971;16.06.2014;31.12.9999
70;609971;01.11.2015;31.12.9999
70;609971;01.04.2019;31.12.9999
70;609972;01.04.2015;31.12.9999
70;609972;01.11.2017;31.12.9999
70;609973;01.08.2012;31.12.9999
70;609974;29.12.2012;31.12.9999
70;609974;01.12.2017;31.12.9999
70;609976;01.01.2011;31.12.9999
70;609976;01.08.2014;31.12.9999
70;609976;16.11.2015;31.12.9999
70;609976;01.08.2016;31.12.9999
70;609976;16.02.2017;31.12.9999
70;609976;10.04.2019;31.12.9999
70;609977;01.02.2019;31.12.9999
70;609978;20.09.2013;31.12.9999
70;609978;01.01.2018;31.12.9999
70;609980;30.12.2013;31.12.9999
70;609980;16.03.2018;31.12.9999
70;609981;21.12.2015;31.12.9999
70;609981;01.04.2020;31.12.9999
70;609982;25.03.2015;31.12.9999
70;609982;01.08.2015;31.12.9999
70;609983;13.10.2015;31.12.9999
70;609984;02.12.2019;31.12.9999
70;609985;15.11.2018;31.12.9999
70;609986;22.06.2020;31.12.9999
70;609987;01.09.1995;31.12.9999
70;609987;01.05.2019;31.12.9999
70;609989;08.10.2018;31.12.9999
70;609991;18.05.2016;31.12.9999
70;609992;01.01.2019;31.12.9999
70;609993;01.01.2013;31.12.9999
70;609993;03.03.2015;31.12.9999
70;609993;04.10.2016;31.12.9999
70;609993;30.03.2020;31.12.9999
70;609994;24.02.1999;31.12.9999
70;609994;01.01.2017;31.12.9999
70;609994;01.03.2018;31.12.9999
70;609994;11.02.2019;31.12.9999
70;609995;04.07.2016;31.12.9999
70;609995;02.10.2017;31.12.9999
70;609996;18.02.2010;31.12.9999
70;609998;01.10.2014;31.12.9999
70;609998;16.04.2015;31.12.9999
70;609998;31.12.2016;31.12.9999
70;609998;01.04.2019;31.12.9999
70;609999;22.01.2010;31.12.9999
70;610000;01.01.2015;31.12.9999
70;610001;16.04.2020;31.12.9999
70;610002;17.07.2006;31.12.9999
70;610002;01.04.2016;31.12.9999
70;610002;01.04.2020;31.12.9999
70;610003;01.01.2016;31.12.9999
70;610003;16.12.2016;31.12.9999
70;610006;01.01.2015;31.12.9999
70;610007;20.02.2012;31.12.9999
70;610007;02.04.2012;31.12.9999
70;610007;21.08.2012;31.12.9999
70;610007;01.03.2014;31.12.9999
70;610008;01.01.2015;31.12.9999
70;610009;01.01.2010;31.12.9999
70;610009;01.01.2015;31.12.9999
70;610010;01.09.2008;31.12.9999
70;610010;15.07.2014;31.12.9999
70;610010;03.11.2020;31.12.9999
70;610011;22.02.2016;31.12.9999
70;610011;06.08.2019;31.12.9999
70;610012;07.04.2014;31.12.9999
70;610013;10.04.2007;31.12.9999
70;610013;01.01.2015;31.12.9999
70;610014;01.08.2013;31.12.9999
70;610015;18.07.2011;31.12.9999
70;610015;25.02.2013;31.12.9999
70;610015;23.12.2013;31.12.9999
70;610015;06.12.2019;31.12.9999
70;610016;01.12.2010;31.12.9999
70;610016;01.01.2018;31.12.9999
70;610017;01.01.2014;31.12.9999
70;610017;07.09.2018;31.12.9999
70;610019;16.07.2018;31.12.9999
70;610020;24.10.2018;31.12.9999
70;610021;01.01.2016;31.12.9999
70;610022;01.01.2016;31.12.9999
70;610023;06.04.2010;31.12.9999
70;610024;01.01.2016;31.12.9999
70;610024;15.04.2017;31.12.9999
70;610024;27.05.2017;31.12.9999
70;610025;03.08.2018;31.12.9999
70;610026;17.12.2013;31.12.9999
70;610026;09.11.2020;31.12.9999
70;610027;04.05.2012;31.12.9999
70;610027;01.01.2017;31.12.9999
70;610027;01.01.2020;31.12.9999
70;610028;19.06.2009;31.12.9999
70;610028;20.04.2015;31.12.9999
70;610028;15.03.2017;31.12.9999
70;610028;02.07.2017;31.12.9999
70;610029;03.05.2005;31.12.9999
70;610029;23.04.2018;31.12.9999
70;610031;26.06.2010;31.12.9999
70;610031;01.01.2017;31.12.9999
70;610032;01.01.2016;31.12.9999
70;610032;01.01.2017;31.12.9999
70;610032;17.02.2017;31.12.9999
70;610032;20.10.2020;31.12.9999
70;610033;13.06.2019;31.12.9999
70;610036;01.01.2017;31.12.9999
70;610036;29.08.2017;31.12.9999
70;610037;15.09.2017;31.12.9999
70;610038;14.07.2014;31.12.9999
70;610038;21.10.2014;31.12.9999
70;610038;19.10.2020;31.12.9999
70;610039;01.01.2017;31.12.9999
70;610040;04.03.2009;31.12.9999
70;610040;14.01.2017;31.12.9999
70;610042;02.12.2006;31.12.9999
70;610045;30.01.2010;31.12.9999
70;610045;20.02.2014;31.12.9999
70;610045;01.11.2017;31.12.9999
70;610046;12.10.2015;31.12.9999
70;610046;22.10.2018;31.12.9999
70;610046;01.04.2020;31.12.9999
70;610047;05.08.2010;31.12.9999
70;610052;27.04.2013;31.12.9999
70;610052;28.06.2014;31.12.9999
70;610053;14.04.2016;31.12.9999
70;610053;30.09.2017;31.12.9999
70;610053;06.11.2020;31.12.9999
70;610055;25.03.2014;31.12.9999
70;610055;01.07.2014;31.12.9999
70;610055;06.10.2016;31.12.9999
70;610055;01.04.2019;31.12.9999
70;610056;01.01.2010;31.12.9999
70;610056;16.08.2010;31.12.9999
70;610056;20.11.2019;31.12.9999
70;610057;01.01.2010;31.12.9999
70;610057;24.06.2013;31.12.9999
70;610058;06.12.2018;31.12.9999
70;610059;01.01.2010;31.12.9999
70;610059;14.12.2017;31.12.9999
70;610060;16.05.2016;31.12.9999
70;610060;06.10.2016;31.12.9999
70;610060;01.04.2019;31.12.9999
70;610061;01.01.2010;31.12.9999
70;610061;23.05.2016;31.12.9999
70;610062;01.01.2010;31.12.9999
70;610062;16.11.2016;31.12.9999
70;610063;13.02.2012;31.12.9999
70;610063;08.07.2017;31.12.9999
70;610064;01.01.2010;31.12.9999
70;610064;03.01.2011;31.12.9999
70;610065;01.08.1995;31.12.9999
70;610065;01.01.2010;31.12.9999
70;610066;01.01.2010;31.12.9999
70;610066;28.12.2018;31.12.9999
70;610067;07.11.2016;31.12.9999
70;610067;01.12.2016;31.12.9999
70;610068;01.01.2010;31.12.9999
70;610068;18.10.2016;31.12.9999
70;610069;16.03.2009;31.12.9999
70;610069;11.05.2018;31.12.9999
70;610069;12.10.2018;31.12.9999
70;610070;09.09.2013;31.12.9999
70;610070;10.08.2018;31.12.9999
70;610071;01.01.2010;31.12.9999
70;610071;05.05.2015;31.12.9999
70;610072;01.01.2019;31.12.9999
70;610073;21.04.2014;31.12.9999
70;610073;06.08.2018;31.12.9999
70;610074;08.09.2005;31.12.9999
70;610074;01.01.2019;31.12.9999
70;610075;01.01.2019;31.12.9999
70;610076;01.01.2016;31.12.9999
70;610076;22.05.2017;31.12.9999
70;610077;01.01.2016;31.12.9999
70;610079;04.03.2009;31.12.9999
70;610079;19.12.2013;31.12.9999
70;610079;21.05.2015;31.12.9999
70;610080;01.01.2016;31.12.9999
70;610081;20.02.2014;31.12.9999
70;610081;09.02.2017;31.12.9999
70;610081;13.07.2017;31.12.9999
70;610082;01.01.2016;31.12.9999
70;610082;25.08.2020;31.12.9999
70;610083;11.01.2011;31.12.9999
70;610083;24.10.2013;31.12.9999
70;610083;13.02.2014;31.12.9999
70;610083;19.09.2016;31.12.9999
70;610084;01.01.2016;31.12.9999
70;610084;02.08.2019;31.12.9999
70;610085;24.10.1996;31.12.9999
70;610085;03.02.2011;31.12.9999
70;610086;11.03.2013;31.12.9999
70;610086;04.12.2014;31.12.9999
70;610086;22.12.2016;31.12.9999
70;610088;25.11.2015;31.12.9999
70;610088;01.04.2019;31.12.9999
70;610089;01.06.2011;31.12.9999
70;610089;16.09.2016;31.12.9999
70;610090;27.10.2014;31.12.9999
70;610092;21.05.2010;31.12.9999
70;610092;10.05.2016;31.12.9999
70;610092;01.11.2020;31.12.9999
70;610093;26.09.2013;31.12.9999
70;610093;01.01.2016;31.12.9999
70;610093;06.02.2017;31.12.9999
70;610093;16.05.2019;31.12.9999
70;610094;12.12.2013;31.12.9999
70;610094;01.11.2016;31.12.9999
70;610095;01.02.2008;31.12.9999
70;610095;04.02.2020;31.12.9999
70;610098;01.01.2016;31.12.9999
70;610099;01.04.2014;31.12.9999
70;610100;06.11.2018;31.12.9999
70;610100;01.01.2019;31.12.9999
70;610101;01.01.2017;31.12.9999
70;610101;12.12.2018;31.12.9999
70;610102;13.01.2014;31.12.9999
70;610102;05.02.2018;31.12.9999
70;610102;19.10.2020;31.12.9999
70;610103;10.07.2017;31.12.9999
70;610103;13.08.2019;31.12.9999
70;610104;01.08.2014;31.12.9999
70;610105;05.09.2013;31.12.9999
70;610105;07.04.2016;31.12.9999
70;610105;01.01.2017;31.12.9999
70;610105;01.04.2017;31.12.9999
70;610107;23.04.2013;31.12.9999
70;610107;14.01.2014;31.12.9999
70;610107;01.04.2020;31.12.9999
70;610108;20.02.2012;31.12.9999
70;610108;16.12.2015;31.12.9999
70;610108;14.11.2017;31.12.9999
70;610108;11.07.2020;31.12.9999
70;610109;09.12.2013;31.12.9999
70;610109;16.12.2014;31.12.9999
70;610109;01.01.2017;31.12.9999
70;610109;23.03.2019;31.12.9999
70;610110;08.08.2012;31.12.9999
70;610110;16.11.2015;31.12.9999
70;610110;02.03.2020;31.12.9999
70;610111;05.03.2013;31.12.9999
70;610111;01.01.2017;31.12.9999
70;610112;01.01.2016;31.12.9999
70;610112;25.12.2018;31.12.9999
70;610113;01.01.2017;31.12.9999
70;610113;22.12.2020;31.12.9999
70;610114;06.12.2010;31.12.9999
70;610114;01.05.2011;31.12.9999
70;610114;11.02.2015;31.12.9999
70;610114;14.12.2018;31.12.9999
70;610115;08.02.2011;31.12.9999
70;610115;07.02.2017;31.12.9999
70;610116;06.02.2014;31.12.9999
70;610116;16.03.2016;31.12.9999
70;610117;27.12.2013;31.12.9999
70;610117;01.03.2019;31.12.9999
70;610118;26.02.2013;31.12.9999
70;610118;03.12.2013;31.12.9999
70;610118;10.04.2017;31.12.9999
70;610119;01.01.2010;31.12.9999
70;610119;01.12.2016;31.12.9999
70;610122;01.01.2016;31.12.9999
70;610123;23.07.2010;31.12.9999
70;610123;01.12.2012;31.12.9999
70;610123;05.08.2019;31.12.9999
70;610124;28.10.2008;31.12.9999
70;610124;11.02.2013;31.12.9999
70;610124;03.10.2017;31.12.9999
70;610125;01.01.2016;31.12.9999
70;610125;10.03.2016;31.12.9999
70;610125;03.11.2020;31.12.9999
70;610126;14.07.2008;31.12.9999
70;610126;01.04.2014;31.12.9999
70;610126;27.02.2016;31.12.9999
70;610126;01.10.2019;31.12.9999
70;610127;01.01.2016;31.12.9999
70;610130;20.04.2009;31.12.9999
70;610131;20.07.2007;31.12.9999
70;610131;22.07.2014;31.12.9999
70;610131;31.12.2015;31.12.9999
70;610131;13.03.2018;31.12.9999
70;610132;13.06.2016;31.12.9999
70;610132;12.04.2018;31.12.9999
70;610133;31.12.2015;31.12.9999
70;610133;13.03.2018;31.12.9999
70;610135;16.09.2016;31.12.9999
70;610136;01.02.2008;31.12.9999
70;610137;30.08.1990;31.12.9999
70;610137;22.01.2014;31.12.9999
70;610138;20.12.2010;31.12.9999
70;610138;05.02.2014;31.12.9999
70;610138;09.07.2017;31.12.9999
70;610139;01.11.2001;31.12.9999
70;610139;05.11.2014;31.12.9999
70;610140;02.04.2016;31.12.9999
70;610141;05.05.2015;31.12.9999
70;610141;09.11.2020;31.12.9999
70;610142;16.02.2015;31.12.9999
70;610142;01.04.2016;31.12.9999
