;Табельный номер;Количество ошибок
3614;611557;2
3615;611559;3
3616;611561;2
3617;611562;2
3618;611566;4
3619;611570;3
3620;611571;3
3621;611572;4
3622;611574;2
3623;611575;3
3624;611576;3
3625;611577;6
3626;611582;4
3627;611584;3
3628;611586;2
3629;611587;2
3630;611589;3
3631;611590;2
3632;611593;2
3633;611594;3
3634;611596;2
3635;611599;4
3636;611600;2
3637;611603;2
3638;611604;3
3639;611606;4
3640;611607;2
3641;611608;3
3642;611611;3
3643;611613;2
3644;611615;3
3645;611620;2
3646;611621;3
3647;611627;3
3648;611628;2
3649;611629;3
3650;611630;2
3651;611635;2
3652;611636;3
3653;611637;4
3654;611638;2
3655;611641;3
3656;611642;2
3657;611643;2
3658;611644;3
3659;611647;3
3660;611649;3
3661;611650;2
3662;611651;2
3663;611652;2
3664;611658;2
3665;611659;2
3666;611660;2
3667;611662;3
3668;611663;3
3669;611666;2
3670;611669;2
3671;611670;2
3672;611671;2
3673;611673;2
3674;611674;4
3675;611675;3
3676;611680;3
3677;611684;2
3678;611685;2
3679;611687;3
3680;611689;3
3681;611690;2
3682;611691;2
3683;611693;4
3684;611694;4
3685;611696;7
3686;611697;2
3687;611699;2
3688;611701;2
3689;611702;4
3690;611703;2
3691;611704;3
3692;611706;2
3693;611707;2
3694;611709;2
3695;611710;4
3696;611712;3
3697;611713;4
3698;611716;3
3699;611717;2
3700;611718;3
3701;611720;2
3702;611725;3
3703;611727;4
3704;611728;2
3705;611729;2
3706;611730;4
3707;611731;3
3708;611732;2
3709;611736;3
3710;611737;3
3711;611739;2
3712;611741;3
3713;611742;2
3714;611744;2
3715;611746;2
3716;611747;3
3717;611748;3
3718;611749;2
3719;611756;3
3720;611758;4
3721;611759;2
3722;611762;3
3723;611763;2
3724;611764;2
3725;611765;2
3726;611767;2
3727;611768;2
3728;611770;2
3729;611772;5
3730;611773;2
3731;611775;2
3732;611777;4
3733;611780;2
3734;611781;2
3735;611782;2
3736;611786;2
3737;611789;2
3738;611790;2
3739;611794;2
3740;611795;2
3741;611796;4
3742;611801;3
3743;611804;2
3744;611807;2
3745;611812;2
3746;611814;3
3747;611815;3
3748;611819;2
3749;611820;3
3750;611822;2
3751;611823;2
3752;611824;2
3753;611828;4
3754;611831;2
3755;611835;2
3756;611836;2
3757;611837;2
3758;611841;2
3759;611844;2
3760;611850;2
3761;611851;2
3762;611852;2
3763;611855;2
3764;611856;3
3765;611857;2
3766;611859;3
3767;611860;4
3768;611861;2
3769;611862;4
3770;611866;2
3771;611868;2
3772;611870;2
3773;611871;2
3774;611875;2
3775;611877;3
3776;611878;2
3777;611879;2
3778;611880;2
3779;611882;2
3780;611883;2
3781;611884;4
3782;611887;3
3783;611890;2
3784;611893;2
3785;611895;5
3786;611896;2
3787;611898;2
3788;611905;2
3789;611906;2
3790;611908;2
3791;611909;3
3792;611911;2
3793;611912;3
3794;611913;2
3795;611914;3
3796;611917;2
3797;611921;2
3798;611922;2
3799;611923;2
3800;611924;2
3801;611925;2
3802;611926;2
3803;611927;2
3804;611929;4
3805;611930;4
3806;611931;2
3807;611932;3
3808;611933;2
3809;611936;4
3810;611939;3
3811;611940;2
3812;611941;4
3813;611942;3
3814;611944;3
3815;611948;2
3816;611949;3
3817;611953;4
3818;611956;2
3819;611958;2
3820;611961;2
3821;611962;3
3822;611967;2
3823;611969;4
3824;611973;3
3825;611974;2
3826;611977;4
3827;611978;2
3828;611979;4
3829;611980;2
3830;611982;3
3831;611983;3
3832;611988;2
3833;611989;2
3834;611990;4
3835;611991;2
3836;611997;4
3837;611998;3
3838;612000;2
3839;612001;3
3840;612002;3
3841;612003;3
3842;612004;2
3843;612005;3
3844;612006;3
3845;612008;3
3846;612012;2
3847;612014;2
3848;612015;4
3849;612016;2
3850;612020;3
3851;612021;2
3852;612022;3
3853;612026;2
3854;612027;2
3855;612028;2
3856;612029;2
3857;612030;2
3858;612032;2
3859;612036;2
3860;612037;2
3861;612040;2
3862;612043;4
3863;612046;3
3864;612050;3
3865;612051;2
3866;612052;2
3867;612054;2
3868;612055;5
3869;612056;2
3870;612060;3
3871;612062;3
3872;612063;2
3873;612064;3
3874;612065;2
3875;612066;2
3876;612068;3
3877;612069;2
3878;612070;3
3879;612071;2
3880;612073;3
3881;612074;2
3882;612076;2
3883;612077;2
3884;612079;2
3885;612080;2
3886;612081;4
3887;612083;2
3888;612084;2
3889;612085;2
3890;612086;2
3891;612087;2
3892;612092;2
3893;612093;3
3894;612094;3
3895;612096;2
3896;612105;3
3897;612106;2
3898;612107;2
3899;612109;2
3900;612111;2
3901;612113;2
3902;612115;2
3903;612117;2
3904;612119;2
3905;612120;2
3906;612121;2
3907;612122;3
3908;612123;3
3909;612131;3
3910;612132;4
3911;612133;3
3912;612136;2
3913;612137;3
3914;612145;2
3915;612147;3
3916;612150;2
3917;612152;2
3918;612155;2
3919;612157;2
3920;612158;2
3921;612159;3
3922;612162;2
3923;612163;2
3924;612164;2
3925;612165;2
3926;612168;2
3927;612169;2
3928;612170;2
3929;612171;2
3930;612174;3
3931;612176;3
3932;612179;3
3933;612182;5
3934;612184;3
3935;612185;2
3936;612187;4
3937;612192;2
3938;612195;3
3939;612196;2
3940;612197;2
3941;612201;4
3942;612202;2
3943;612203;4
3944;612204;3
3945;612206;3
3946;612207;2
3947;612208;3
3948;612210;3
3949;612212;2
3950;612214;3
3951;612217;2
3952;612218;2
3953;612225;2
3954;612227;2
3955;612229;2
3956;612231;3
3957;612233;3
3958;612236;2
3959;612239;2
3960;612241;2
3961;612245;3
3962;612246;2
3963;612247;4
3964;612249;2
3965;612251;2
3966;612252;3
3967;612253;2
3968;612255;3
3969;612256;2
3970;612257;4
3971;612258;2
3972;612259;2
3973;612261;4
3974;612263;2
3975;612264;3
3976;612266;2
3977;612267;2
3978;612270;4
3979;612271;2
3980;612274;2
3981;612275;2
3982;612276;2
3983;612279;2
3984;612280;3
3985;612281;3
3986;612282;3
3987;612286;2
3988;612288;2
3989;612289;2
3990;612291;3
3991;612293;2
3992;612295;4
3993;612298;2
3994;612299;2
3995;612300;2
3996;612301;2
3997;612302;2
3998;612303;2
3999;612304;3
4000;612305;3
4001;612306;2
4002;612308;2
4003;612309;2
4004;612311;2
4005;612312;2
4006;612313;2
4007;612314;2
4008;612318;2
4009;612320;4
4010;612322;3
4011;612324;2
4012;612325;3
4013;612326;5
4014;612327;4
4015;612328;2
4016;612329;2
4017;612330;2
4018;612331;2
4019;612334;2
4020;612335;2
4021;612338;2
4022;612339;2
4023;612340;2
4024;612342;6
4025;612344;3
4026;612346;2
4027;612347;2
4028;612349;2
4029;612355;2
4030;612356;2
4031;612357;2
4032;612360;4
4033;612361;2
4034;612363;3
4035;612365;2
4036;612369;2
4037;612375;2
4038;612391;2
4039;612392;2
4040;612393;2
4041;612394;2
4042;612400;2
4043;612401;3
4044;612405;2
4045;612408;4
4046;612409;2
4047;612411;6
4048;612412;3
4049;612414;2
4050;612417;3
4051;612418;2
4052;612420;2
4053;612423;2
4054;612425;5
4055;612428;3
4056;612430;3
4057;612431;2
4058;612432;2
4059;612433;2
4060;612434;3
4061;612439;2
4062;612440;2
4063;612444;2
4064;612445;2
4065;612446;4
4066;612448;2
4067;612449;2
4068;612450;5
4069;612454;3
4070;612455;2
4071;612456;2
4072;612459;2
4073;612460;2
4074;612462;3
4075;612464;2
4076;612466;2
4077;612471;2
4078;612472;2
4079;612475;2
4080;612476;2
4081;612478;2
4082;612479;2
4083;612481;2
4084;612487;3
4085;612488;4
4086;612489;3
4087;612490;2
4088;612492;2
4089;612494;3
4090;612495;2
4091;612496;2
4092;612498;3
4093;612499;2
4094;612502;2
4095;612503;2
4096;612505;2
4097;612512;2
4098;612517;3
4099;612520;2
4100;612524;2
4101;612526;4
4102;612527;2
4103;612528;4
4104;612530;2
4105;612532;2
4106;612536;3
4107;612538;2
4108;612540;3
4109;612543;2
4110;612547;3
4111;612548;2
4112;612549;2
4113;612551;2
4114;612552;3
4115;612553;4
4116;612554;2
4117;612556;2
4118;612557;3
4119;612560;2
4120;612561;2
4121;612562;3
4122;612563;3
4123;612566;2
4124;612569;2
4125;612570;2
4126;612571;3
4127;612572;3
4128;612573;2
4129;612574;2
4130;612578;3
4131;612579;2
4132;612585;3
4133;612586;2
4134;612587;3
4135;612589;3
4136;612590;2
4137;612591;2
4138;612592;2
4139;612593;3
4140;612597;2
4141;612598;2
4142;612599;2
4143;612600;3
4144;612602;3
4145;612605;4
4146;612606;2
4147;612610;4
4148;612611;2
4149;612612;2
4150;612616;3
4151;612617;2
4152;612621;2
4153;612625;2
4154;612626;2
4155;612630;2
4156;612633;2
4157;612635;2
4158;612636;3
4159;612637;3
4160;612638;2
4161;612644;3
4162;612645;2
4163;612646;2
4164;612650;2
4165;612653;2
4166;612658;2
4167;612661;3
4168;612664;3
4169;612667;2
4170;612672;3
4171;612675;3
4172;612676;3
4173;612681;2
4174;612683;2
4175;612685;2
4176;612687;2
4177;612688;3
4178;612689;5
4179;612693;2
4180;612694;3
4181;612702;2
4182;612705;3
4183;612708;3
4184;612709;2
4185;612712;2
4186;612720;3
4187;612722;3
4188;612723;2
4189;612727;3
4190;612732;2
4191;612735;3
4192;612736;2
4193;612737;2
4194;612739;3
4195;612742;2
4196;612743;2
4197;612745;2
4198;612747;2
4199;612750;2
4200;612753;2
4201;612758;2
4202;612759;3
4203;612763;3
4204;612764;3
4205;612765;2
4206;612766;2
4207;612767;2
4208;612769;3
4209;612771;2
4210;612772;4
4211;612773;2
4212;612781;2
4213;612782;5
4214;612785;2
4215;612786;2
4216;612788;2
4217;612789;2
4218;612790;2
4219;612794;3
4220;612795;2
4221;612797;2
4222;612798;2
4223;612800;2
4224;612801;2
4225;612802;2
4226;612806;2
4227;612808;3
4228;612809;2
4229;612811;2
4230;612813;2
4231;612817;2
4232;612819;2
4233;612820;2
4234;612822;3
4235;612825;2
4236;612826;13
4237;612827;3
4238;612828;2
4239;612830;2
4240;612831;2
4241;612832;4
4242;612835;2
4243;612836;4
4244;612838;3
4245;612844;2
4246;612845;2
4247;612846;4
4248;612847;2
4249;612848;2
4250;612849;4
4251;612852;3
4252;612856;2
4253;612857;2
4254;612859;2
4255;612860;2
4256;612861;4
4257;612862;3
4258;612863;2
4259;612866;3
4260;612868;2
4261;612873;5
4262;612874;2
4263;612876;2
4264;612877;2
4265;612878;2
4266;612881;2
4267;612882;5
4268;612883;3
4269;612886;2
4270;612890;4
4271;612891;3
4272;612892;2
4273;612894;2
4274;612896;2
4275;612898;2
4276;612899;2
4277;612901;2
4278;612903;2
4279;612904;2
4280;612905;2
4281;612906;4
4282;612907;2
4283;612908;2
4284;612912;2
4285;612914;3
4286;612915;2
4287;612916;4
4288;612917;2
4289;612919;2
4290;612921;2
4291;612925;2
4292;612931;2
4293;612932;5
4294;612935;2
4295;612936;4
4296;612940;4
4297;612945;3
4298;612947;2
4299;612948;2
4300;612949;4
4301;612950;2
4302;612951;4
4303;612952;3
4304;612953;2
4305;612954;3
4306;612956;3
4307;612957;2
4308;612958;4
4309;612962;2
4310;612967;2
4311;612968;2
4312;612971;3
4313;612981;3
4314;612984;2
4315;612987;4
4316;612989;2
4317;612990;3
4318;612998;3
4319;612999;3
4320;613000;4
4321;613002;2
4322;613007;4
4323;613008;3
4324;613010;2
4325;613016;3
4326;613017;2
4327;613018;2
4328;613019;3
4329;613020;5
4330;613021;3
4331;613023;2
4332;613026;3
4333;613027;2
4334;613028;2
4335;613029;3
4336;613033;3
4337;613035;2
4338;613036;2
4339;613039;2
4340;613040;2
4341;613042;3
4342;613043;2
4343;613044;2
4344;613051;4
4345;613053;4
4346;613055;2
4347;613058;2
4348;613059;2
4349;613060;2
4350;613063;3
4351;613064;2
4352;613065;3
4353;613066;2
4354;613067;2
4355;613071;2
4356;613072;2
4357;613076;2
4358;613079;3
4359;613081;2
4360;613082;3
4361;613086;3
4362;613089;2
4363;613090;2
4364;613092;2
4365;613096;2
4366;613100;3
4367;613103;2
4368;613104;2
4369;613107;2
4370;613108;3
4371;613109;2
4372;613110;3
4373;613111;2
4374;613113;2
4375;613114;2
4376;613115;2
4377;613116;3
4378;613118;4
4379;613119;3
4380;613123;2
4381;613124;2
4382;613126;2
4383;613127;2
4384;613131;2
4385;613132;2
4386;613134;4
4387;613139;3
4388;613140;3
4389;613142;3
4390;613151;2
4391;613152;4
4392;613156;2
4393;613158;3
4394;613162;3
4395;613165;2
4396;613166;2
4397;613167;3
4398;613168;4
4399;613171;4
4400;613172;2
4401;613174;2
4402;613175;3
4403;613176;2
4404;613177;2
4405;613178;2
4406;613179;2
4407;613180;3
4408;613182;2
4409;613183;2
4410;613185;2
4411;613188;2
4412;613189;3
4413;613190;2
4414;613192;4
4415;613194;2
4416;613195;2
4417;613196;2
4418;613199;2
4419;613201;4
4420;613203;2
4421;613204;4
4422;613205;2
4423;613206;2
4424;613207;3
4425;613209;3
4426;613210;2
4427;613211;2
4428;613214;2
4429;613219;4
4430;613221;3
4431;613222;3
4432;613223;2
4433;613224;4
4434;613226;3
4435;613227;2
4436;613228;2
4437;613232;2
4438;613234;2
4439;613235;3
4440;613239;4
4441;613242;4
4442;613244;2
4443;613245;2
4444;613246;2
4445;613249;3
4446;613251;2
4447;613252;2
4448;613253;3
4449;613255;3
4450;613258;3
4451;613260;2
4452;613263;2
4453;613268;2
4454;613272;3
4455;613274;2
4456;613276;2
4457;613277;2
4458;613278;6
4459;613279;2
4460;613281;5
4461;613286;2
4462;613291;2
4463;613292;3
4464;613300;2
4465;613302;3
4466;613303;2
4467;613305;2
4468;613306;2
4469;613308;2
4470;613309;2
4471;613310;3
4472;613311;2
4473;613313;2
4474;613314;3
4475;613315;2
4476;613316;5
4477;613318;2
4478;613319;2
4479;613320;2
4480;613321;3
4481;613324;3
4482;613325;3
4483;613327;3
4484;613328;2
4485;613329;4
4486;613330;2
4487;613340;2
4488;613342;2
4489;613346;2
4490;613347;2
4491;613348;2
4492;613355;2
4493;613356;2
4494;613357;5
4495;613358;2
4496;613362;3
4497;613366;2
4498;613368;2
4499;613370;2
4500;613375;2
4501;613376;2
4502;613378;2
4503;613380;2
4504;613382;3
4505;613385;2
4506;613387;3
4507;613390;2
4508;613391;3
4509;613394;2
4510;613397;2
4511;613401;2
4512;613404;2
4513;613408;2
4514;613410;2
4515;613412;2
4516;613413;2
4517;613414;3
4518;613415;2
4519;613416;2
4520;613420;2
4521;613421;2
4522;613422;3
4523;613424;3
4524;613425;2
4525;613426;5
4526;613427;3
4527;613428;2
4528;613429;3
4529;613430;2
4530;613432;2
4531;613433;3
4532;613434;2
4533;613435;3
4534;613436;3
4535;613441;5
4536;613442;4
4537;613444;3
4538;613447;3
4539;613448;3
4540;613449;2
4541;613451;3
4542;613453;2
4543;613457;2
4544;613458;2
4545;613459;3
4546;613460;2
4547;613465;4
4548;613466;2
4549;613467;3
4550;613468;3
4551;613470;2
4552;613473;3
4553;613474;3
4554;613475;2
4555;613476;2
4556;613480;2
4557;613482;4
4558;613486;2
4559;613487;4
4560;613488;2
4561;613492;4
4562;613494;2
4563;613496;2
4564;613503;2
4565;613505;2
4566;613506;2
4567;613507;2
4568;613510;2
4569;613511;2
4570;613513;2
4571;613516;2
4572;613517;2
4573;613520;2
4574;613521;3
4575;613525;2
4576;613527;2
4577;613528;2
4578;613529;2
4579;613530;2
4580;613531;2
4581;613532;2
4582;613533;3
4583;613534;3
4584;613536;2
4585;613540;2
4586;613541;2
4587;613542;2
4588;613543;3
4589;613544;2
4590;613547;3
4591;613548;2
4592;613552;2
4593;613553;3
4594;613556;3
4595;613559;2
4596;613561;3
4597;613562;3
4598;613565;3
4599;613566;2
4600;613569;2
4601;613580;2
4602;613581;2
4603;613584;2
4604;613585;2
4605;613586;2
4606;613588;3
4607;613591;2
4608;613592;2
4609;613593;2
4610;613594;3
4611;613597;3
4612;613598;4
4613;613602;2
4614;613603;3
4615;613608;2
4616;613609;4
4617;613610;3
4618;613612;3
4619;613618;2
4620;613619;2
4621;613620;4
4622;613626;2
4623;613632;2
4624;613633;3
4625;613635;2
4626;613641;2
4627;613642;2
4628;613646;2
4629;613647;2
4630;613650;5
4631;613651;2
4632;613653;2
4633;613656;3
4634;613659;2
4635;613660;2
4636;613664;3
4637;613665;4
4638;613668;2
4639;613671;2
4640;613675;2
4641;613678;2
4642;613679;3
4643;613682;2
4644;613683;2
4645;613684;4
4646;613687;2
4647;613689;3
4648;613691;3
4649;613692;2
4650;613695;2
4651;613696;2
4652;613698;2
4653;613700;2
4654;613701;2
4655;613702;3
4656;613704;2
4657;613712;2
4658;613726;2
4659;613727;3
4660;613729;3
4661;613730;2
4662;613731;2
4663;613732;2
4664;613733;2
4665;613734;3
4666;613736;2
4667;613737;3
4668;613738;3
4669;613740;2
4670;613744;2
4671;613750;5
4672;613751;4
4673;613753;2
4674;613758;2
4675;613761;2
4676;613771;3
4677;613773;4
4678;613782;2
4679;613788;2
4680;613799;3
4681;613800;2
4682;613803;3
4683;613809;2
4684;613812;3
4685;613813;2
4686;613815;2
4687;613819;4
4688;613823;2
4689;613827;3
4690;613829;2
4691;613832;2
4692;613833;4
4693;613836;5
4694;613837;2
4695;613839;2
4696;613840;3
4697;613844;3
4698;613845;2
4699;613846;2
4700;613847;4
4701;613849;6
4702;613850;2
4703;613851;3
4704;613854;3
4705;613857;2
4706;613859;2
4707;613861;4
4708;613865;4
4709;613866;2
4710;613876;3
4711;613877;2
4712;613878;2
4713;613879;2
4714;613880;4
4715;613881;3
4716;613884;2
4717;613887;3
4718;613892;2
4719;613893;6
4720;613896;3
4721;613899;3
4722;613900;2
4723;613901;3
4724;613902;4
4725;613903;2
4726;613911;2
4727;613912;4
4728;613915;3
4729;613918;2
4730;613922;2
4731;613924;2
4732;613925;2
4733;613927;2
4734;613932;2
4735;613933;2
4736;613934;2
4737;613935;2
4738;613936;2
4739;613938;2
4740;613940;2
4741;613941;5
4742;613945;2
4743;613946;2
4744;613951;2
4745;613952;2
4746;613954;2
4747;613960;2
4748;613963;2
4749;613964;2
4750;613965;4
4751;613969;2
4752;613970;4
4753;613971;2
4754;613972;5
4755;613974;4
4756;613976;2
4757;613979;2
4758;613980;2
4759;613982;2
4760;613984;5
4761;613985;2
4762;613987;2
4763;613988;4
4764;613992;2
4765;613993;2
4766;613994;2
4767;613996;2
4768;613997;2
4769;613998;2
4770;613999;2
4771;614001;2
4772;614002;2
4773;614003;2
4774;614005;2
4775;614006;2
4776;614008;2
4777;614011;2
4778;614012;6
4779;614016;2
4780;614017;2
4781;614019;4
4782;614022;3
4783;614026;2
4784;614032;2
4785;614035;2
4786;614038;2
4787;614042;5
4788;614043;2
4789;614045;2
4790;614046;2
4791;614047;3
4792;614051;4
4793;614054;2
4794;614055;2
4795;614056;4
4796;614058;2
4797;614062;3
4798;614066;2
4799;614067;3
4800;614069;3
4801;614070;3
4802;614072;3
4803;614073;3
4804;614078;2
4805;614080;2
4806;614083;2
4807;614084;4
4808;614085;3
4809;614090;2
4810;614091;3
4811;614092;2
4812;614094;2
4813;614095;2
4814;614097;2
4815;614101;2
4816;614102;2
4817;614104;3
4818;614107;2
4819;614109;4
4820;614111;2
4821;614112;2
4822;614115;3
4823;614116;2
4824;614117;2
4825;614118;2
4826;614119;4
4827;614120;2
4828;614121;2
4829;614122;2
4830;614124;3
4831;614125;3
4832;614126;3
4833;614128;2
4834;614130;2
4835;614135;2
4836;614136;2
4837;614137;2
4838;614140;2
4839;614142;2
4840;614143;3
4841;614144;3
4842;614145;2
4843;614152;3
4844;614153;2
4845;614154;2
4846;614155;3
4847;614157;4
4848;614158;2
4849;614159;3
4850;614160;2
4851;614162;2
4852;614163;3
4853;614164;2
4854;614165;2
4855;614166;3
4856;614167;2
4857;614169;3
4858;614170;3
4859;614171;2
4860;614172;2
4861;614174;2
4862;614177;2
4863;614178;2
4864;614179;3
4865;614180;3
4866;614182;2
4867;614184;2
4868;614185;2
4869;614186;2
4870;614189;2
4871;614193;2
4872;614195;2
4873;614196;2
4874;614197;2
4875;614198;2
4876;614199;2
4877;614202;4
4878;614203;2
4879;614204;2
4880;614205;3
4881;614207;2
4882;614208;2
4883;614210;2
4884;614211;3
4885;614212;2
4886;614214;2
4887;614215;3
4888;614219;5
4889;614221;2
4890;614234;2
4891;614238;2
4892;614239;2
4893;614240;2
4894;614245;4
4895;614247;2
4896;614248;2
4897;614253;3
4898;614255;2
4899;614258;2
4900;614261;5
4901;614269;2
4902;614270;2
4903;614273;2
4904;614275;2
4905;614277;5
4906;614279;2
4907;614283;2
4908;614284;2
4909;614285;3
4910;614287;2
4911;614288;3
4912;614294;3
4913;614303;3
4914;614307;2
4915;614308;2
4916;614309;5
4917;614312;3
4918;614315;3
4919;614318;2
4920;614319;2
4921;614323;3
4922;614324;2
4923;614325;2
4924;614328;2
4925;614331;2
4926;614333;2
4927;614335;2
4928;614336;2
4929;614337;2
4930;614341;4
4931;614343;2
4932;614344;3
4933;614345;3
4934;614347;4
4935;614348;2
4936;614349;2
4937;614351;2
4938;614353;2
4939;614358;2
4940;614360;2
4941;614366;3
4942;614367;2
4943;614373;3
4944;614378;2
4945;614379;2
4946;614381;5
4947;614383;5
4948;614384;2
4949;614385;3
4950;614386;2
4951;614388;2
4952;614389;2
4953;614390;2
4954;614391;2
4955;614392;2
4956;614393;2
4957;614394;2
4958;614396;2
4959;614399;3
4960;614400;3
4961;614403;4
4962;614404;2
4963;614411;2
4964;614412;2
4965;614418;2
4966;614420;2
4967;614421;2
4968;614424;2
4969;614426;2
4970;614429;4
4971;614431;6
4972;614433;4
4973;614434;3
4974;614437;2
4975;614441;2
4976;614443;2
4977;614444;2
4978;614447;2
4979;614448;2
4980;614449;4
4981;614450;2
4982;614451;9
4983;614452;5
4984;614453;5
4985;614455;2
4986;614458;2
4987;614459;3
4988;614461;7
4989;614462;2
4990;614463;3
4991;614464;3
4992;614466;2
4993;614469;2
4994;614472;2
4995;614473;3
4996;614474;2
4997;614477;3
4998;614480;2
4999;614484;2
5000;614489;4
5001;614493;2
5002;614494;4
5003;614495;4
5004;614496;2
5005;614497;2
5006;614499;2
5007;614501;2
5008;614503;2
5009;614504;2
5010;614506;3
5011;614507;2
5012;614508;2
5013;614510;2
5014;614519;3
5015;614520;3
5016;614521;4
5017;614523;2
5018;614531;4
5019;614532;2
5020;614533;5
5021;614534;3
5022;614538;2
5023;614549;3
5024;614552;3
5025;614555;2
5026;614563;3
5027;614567;2
5028;614569;6
5029;614571;2
5030;614572;2
5031;614573;2
5032;614574;2
5033;614576;2
5034;614577;2
5035;614578;2
5036;614579;2
5037;614580;2
5038;614581;2
5039;614582;2
5040;614585;4
5041;614586;2
5042;614589;3
5043;614594;2
5044;614595;2
5045;614596;2
5046;614602;2
5047;614603;2
5048;614604;2
5049;614605;4
5050;614606;5
5051;614607;2
5052;614611;2
5053;614618;2
5054;614622;2
5055;614629;2
5056;614631;2
5057;614633;2
5058;614636;3
5059;614637;4
5060;614640;3
5061;614643;4
5062;614644;2
5063;614645;2
5064;614646;2
5065;614651;2
5066;614653;2
5067;614660;2
5068;614662;3
5069;614666;2
5070;614668;5
5071;614670;3
5072;614676;3
5073;614677;5
5074;614681;2
5075;614684;2
5076;614686;3
5077;614687;3
5078;614691;5
5079;614694;2
5080;614695;2
5081;614697;3
5082;614699;4
5083;614705;2
5084;614706;3
5085;614708;3
5086;614709;2
5087;614712;2
5088;614716;4
5089;614718;2
5090;614720;2
5091;614723;4
5092;614724;2
5093;614727;2
5094;614728;2
5095;614731;4
5096;614732;2
5097;614734;3
5098;614735;2
5099;614743;2
5100;614744;2
5101;614745;2
5102;614746;2
5103;614749;2
5104;614750;3
5105;614753;2
5106;614754;3
5107;614755;3
5108;614758;2
5109;614760;3
5110;614766;3
5111;614767;3
5112;614771;2
5113;614772;4
5114;614773;2
5115;614775;2
5116;614781;2
5117;614783;2
5118;614788;3
5119;614790;2
5120;614791;2
5121;614792;2
5122;614793;2
5123;614795;3
5124;614796;2
5125;614804;3
5126;614808;2
5127;614809;5
5128;614812;2
5129;614813;2
5130;614814;3
5131;614816;2
5132;614818;3
5133;614821;2
5134;614823;2
5135;614832;3
5136;614835;2
5137;614836;3
5138;614837;2
5139;614838;3
5140;614839;2
5141;614841;4
5142;614842;2
5143;614843;4
5144;614844;2
5145;614846;3
5146;614851;2
5147;614854;2
5148;614858;3
5149;614860;3
5150;614862;2
5151;614863;2
5152;614864;2
5153;614867;2
5154;614868;3
5155;614869;5
5156;614870;2
5157;614876;2
5158;614877;2
5159;614879;2
5160;614880;4
5161;614882;2
5162;614888;2
5163;614890;3
5164;614894;2
5165;614895;2
5166;614905;2
5167;614906;2
5168;614910;2
5169;614911;2
5170;614916;2
5171;614922;2
5172;614925;2
5173;614926;2
5174;614928;3
5175;614930;2
5176;614934;3
5177;614945;4
5178;614948;2
5179;614949;3
5180;614951;2
5181;614970;2
5182;614974;3
5183;614977;3
5184;614982;2
5185;614985;2
5186;614986;2
5187;614987;3
5188;614995;2
5189;614997;2
5190;614998;2
5191;614999;3
5192;615002;2
5193;615004;4
5194;615005;4
5195;615009;3
5196;615011;3
5197;615016;2
5198;615018;2
5199;615021;2
5200;615024;2
5201;615027;2
5202;615034;2
5203;615037;2
5204;615040;2
5205;615044;3
5206;615046;2
5207;615048;2
5208;615050;2
5209;615052;3
5210;615055;2
5211;615056;2
5212;615060;3
5213;615062;4
5214;615066;2
5215;615067;3
5216;615071;2
5217;615076;2
5218;615077;2
5219;615085;2
5220;615086;2
5221;615087;4
5222;615088;6
5223;615090;2
5224;615091;3
5225;615109;2
5226;615110;2
5227;615126;5
5228;615132;2
5229;615133;3
5230;615141;3
5231;615143;2
5232;615145;3
5233;615153;2
5234;615154;2
5235;615156;2
5236;615157;2
5237;615158;6
5238;615159;2
5239;615161;4
5240;615165;2
5241;615168;7
5242;615174;2
5243;615178;2
5244;615179;2
5245;615181;2
5246;615184;2
5247;615185;2
5248;615187;2
5249;615188;2
5250;615193;4
5251;615194;2
5252;615195;3
5253;615198;2
5254;615202;2
5255;615204;3
5256;615208;2
5257;615212;4
5258;615213;2
5259;615214;2
5260;615215;2
5261;615220;3
5262;615222;2
5263;615225;3
5264;615232;3
5265;615233;3
5266;615235;2
5267;615239;2
5268;615241;2
5269;615252;2
5270;615255;3
5271;615260;4
5272;615261;3
5273;615265;3
5274;615271;5
5275;615283;2
5276;615284;2
5277;615287;2
5278;615288;2
5279;615289;2
5280;615291;2
5281;615294;2
5282;615304;2
5283;615311;3
5284;615315;3
5285;615316;2
5286;615321;4
5287;615322;3
5288;615323;4
5289;615327;5
5290;615329;2
5291;615330;2
5292;615333;3
5293;615337;2
5294;615338;2
5295;615342;2
5296;615346;2
5297;615353;3
5298;615355;3
5299;615357;4
5300;615358;7
5301;615359;4
5302;615360;3
5303;615367;8
5304;615368;2
5305;615371;2
5306;615373;3
5307;615375;2
5308;615382;3
5309;615383;3
5310;615384;3
5311;615385;2
5312;615387;2
5313;615392;7
5314;615393;2
5315;615394;2
5316;615397;2
5317;615399;3
5318;615400;3
5319;615401;2
5320;615403;2
5321;615407;2
5322;615408;2
5323;615409;4
5324;615411;4
5325;615412;3
5326;615414;3
5327;615415;4
5328;615418;2
5329;615419;2
5330;615421;2
5331;615423;4
5332;615424;3
5333;615425;2
5334;615426;4
5335;615429;4
5336;615432;2
5337;615434;4
5338;615435;2
5339;615437;4
5340;615438;2
5341;615439;3
5342;615440;3
5343;615441;2
5344;615444;3
5345;615446;2
5346;615447;4
5347;615448;2
5348;615450;2
5349;615451;2
5350;615453;2
5351;615454;2
5352;615455;3
5353;615456;2
5354;615460;2
5355;615461;2
5356;615463;2
5357;615464;2
5358;615465;2
5359;615469;2
5360;615471;2
5361;615472;2
