tn;begin;end
901429;20.07.2020;31.12.9999
901431;24.04.2008;31.12.9999
901433;03.03.1997;31.12.9999
901435;23.12.2019;31.12.9999
901436;23.09.2020;31.12.9999
901440;01.07.2002;31.12.9999
901442;26.09.2013;31.12.9999
901442;01.04.2020;31.12.9999
901444;10.04.2015;01.01.9999
901447;04.07.2003;31.12.9999
901448;14.11.2017;31.12.9999
901449;07.07.2020;31.12.9999
901453;23.12.2019;31.12.9999
901455;10.11.2015;31.12.9999
901456;02.12.2019;31.12.9999
901457;11.03.2012;31.12.9999
901458;17.07.2017;31.12.9999
901459;13.02.2012;31.12.9999
901459;01.10.2014;31.12.9999
901459;17.07.2017;31.12.9999
901460;01.02.2017;31.12.9999
901461;14.11.2012;31.12.9999
901462;16.05.2016;31.12.9999
901463;07.04.2008;31.12.9999
901464;08.11.2017;31.12.9999
901465;02.12.2019;31.12.9999
901466;24.03.2020;31.12.9999
901467;01.02.2018;31.12.9999
901468;01.01.2016;31.12.9999
901469;22.04.2013;31.12.9999
901472;10.10.2013;31.12.9999
901473;02.12.2019;31.12.9999
901474;07.02.2018;31.12.9999
901475;17.07.2017;31.12.9999
901476;03.09.2020;31.12.9999
901484;01.01.2016;31.12.9999
901485;01.01.2016;31.12.9999
901486;01.01.2016;31.12.9999
901488;18.07.2016;31.12.9999
901489;10.09.2018;31.12.9999
901491;01.04.2020;31.12.9999
901494;01.03.2013;31.12.9999
901495;02.12.2019;31.12.9999
901497;04.04.2013;31.12.9999
901500;09.02.2015;31.12.9999
901501;28.01.2008;31.12.9999
901503;01.08.2020;31.12.9999
901505;28.01.2008;31.12.9999
901506;09.03.2016;31.12.9999
901508;19.03.2013;31.12.9999
901509;01.10.2014;31.12.9999
901510;25.02.2011;31.12.9999
901511;10.03.2020;31.12.9999
901512;02.12.2019;31.12.9999
901513;01.08.2013;31.12.9999
901514;01.01.2019;31.12.9999
901515;29.12.2008;31.12.9999
901516;01.08.2015;31.12.9999
901517;01.08.2009;31.12.9999
901518;20.09.2012;31.12.9999
901518;21.09.2012;31.12.9999
901519;01.07.2016;31.12.9999
901520;01.01.2019;31.12.9999
901522;02.12.2019;31.12.9999
901525;28.03.2006;31.12.9999
901527;21.02.2011;31.12.9999
901528;02.12.2019;31.12.9999
901529;02.12.2019;31.12.9999
901530;02.12.2019;31.12.9999
901531;02.12.2019;31.12.9999
901532;01.06.2020;31.12.9999
901533;04.09.2020;31.12.9999
901534;01.01.2016;31.12.9999
901535;18.05.2009;31.12.9999
901536;08.05.2014;31.12.9999
901537;02.12.2019;31.12.9999
901541;05.06.2008;31.12.9999
901542;02.12.2019;31.12.9999
901543;23.09.2020;31.12.9999
901545;01.04.2020;31.12.9999
901546;01.04.2020;31.12.9999
901547;02.12.2019;31.12.9999
901550;16.05.2016;31.12.9999
901552;01.06.2018;31.12.9999
901553;28.12.2009;31.12.9999
901554;20.12.2016;31.12.9999
901555;01.01.2016;31.12.9999
901557;01.08.2020;31.12.9999
901559;23.09.2020;31.12.9999
901560;01.01.2016;31.12.9999
901561;28.09.2020;31.12.9999
901562;18.05.2009;31.12.9999
901563;09.01.2014;31.12.9999
901564;01.01.2016;31.12.9999
901565;02.07.2012;31.12.9999
901566;01.06.2015;31.12.9999
901567;14.04.2015;31.12.9999
901567;04.05.2016;31.12.9999
901569;23.12.2019;31.12.9999
901570;01.09.2020;31.12.9999
901571;20.12.2016;31.12.9999
901572;14.04.2011;31.12.9999
901574;20.08.2018;31.12.9999
901575;03.06.2013;31.12.9999
901576;03.07.2020;31.12.9999
901577;01.07.2011;31.12.9999
901578;19.08.2019;31.12.9999
901579;01.06.2014;31.12.9999
901580;16.07.2019;31.12.9999
901582;22.09.2003;31.12.9999
901583;23.09.2020;31.12.9999
901584;01.04.2020;31.12.9999
901585;04.04.2019;31.12.9999
901586;01.06.2013;31.12.9999
901587;01.06.2012;31.12.9999
901588;01.04.2020;31.12.9999
901591;10.04.2015;31.12.9999
901593;08.07.2020;31.12.9999
901594;01.08.2006;31.12.9999
901595;19.08.2019;31.12.9999
901596;19.05.2015;31.12.9999
901597;22.04.2019;31.12.9999
901598;26.12.2014;31.12.9999
901598;05.03.2019;31.12.9999
901599;01.08.2020;31.12.9999
901601;01.01.2016;31.12.9999
901603;01.04.2020;31.12.9999
901604;01.04.2020;31.12.9999
901605;01.08.2009;31.12.9999
901606;02.12.2019;31.12.9999
901607;01.01.2016;31.12.9999
901608;01.01.2016;31.12.9999
901610;01.04.2020;31.12.9999
901612;01.08.2013;31.12.9999
901613;25.08.2006;01.01.9999
901613;01.08.2020;31.12.9999
901615;19.08.2019;31.12.9999
901618;01.01.2016;31.12.9999
901619;19.08.2019;31.12.9999
901621;19.09.2008;31.12.9999
901622;19.08.2019;31.12.9999
901623;01.04.2020;31.12.9999
901624;09.04.2014;31.12.9999
901625;29.05.2013;31.12.9999
901625;13.01.2017;31.12.9999
901628;01.04.2020;31.12.9999
901631;01.01.2015;31.12.9999
901633;01.01.2016;31.12.9999
901634;15.07.2013;31.12.9999
901636;01.08.2015;31.12.9999
901637;01.04.2020;31.12.9999
901638;01.03.2010;31.12.9999
901639;29.12.2015;31.12.9999
901639;25.10.2018;31.12.9999
901640;01.07.2015;31.12.9999
901641;01.04.2020;31.12.9999
901644;05.09.2014;31.12.9999
901645;19.08.2019;31.12.9999
901647;01.04.2020;31.12.9999
901648;01.01.2016;31.12.9999
901649;18.07.2011;31.12.9999
901650;24.02.2016;31.12.9999
901651;01.04.2020;31.12.9999
901652;01.04.2020;31.12.9999
901653;01.08.2006;31.12.9999
901654;05.07.2013;31.12.9999
901655;02.04.2007;31.12.9999
901656;10.03.2020;31.12.9999
901658;04.09.2000;31.12.9999
901658;01.09.2012;31.12.9999
901659;19.12.2009;31.12.9999
901660;24.06.2015;31.12.9999
901661;19.08.2019;31.12.9999
901663;01.07.2016;31.12.9999
901664;19.08.2019;31.12.9999
901665;01.04.2020;31.12.9999
901666;01.04.2020;31.12.9999
901667;26.12.2016;31.12.9999
901668;01.04.2020;31.12.9999
901669;28.09.2018;31.12.9999
901671;28.10.2008;31.12.9999
901671;01.09.2020;31.12.9999
901673;17.07.2017;31.12.9999
901674;01.08.2015;31.12.9999
901674;25.05.2020;31.12.9999
901675;01.06.2013;31.12.9999
901676;01.01.2016;31.12.9999
901677;13.05.2002;31.12.9999
901678;01.08.2013;31.12.9999
901679;01.08.2020;31.12.9999
901680;01.04.2019;31.12.9999
901681;01.04.2020;31.12.9999
901682;02.12.2019;31.12.9999
901683;01.06.2010;31.12.9999
901684;01.04.2020;31.12.9999
901685;11.06.2019;31.12.9999
901686;01.01.2016;31.12.9999
901688;27.12.2017;31.12.9999
901689;01.04.2019;31.12.9999
901690;01.06.2014;31.12.9999
901690;20.12.2018;31.12.9999
901691;14.10.2020;31.12.9999
901692;11.08.2020;31.12.9999
901694;18.02.2015;31.12.9999
901694;15.09.2017;31.12.9999
901695;04.10.2017;31.12.9999
901696;26.12.2018;31.12.9999
901697;01.06.2014;31.12.9999
901699;10.12.2018;31.12.9999
901700;01.04.2019;31.12.9999
901702;01.04.2019;31.12.9999
901703;08.06.2015;31.12.9999
901704;01.08.2010;31.12.9999
901705;01.04.2020;31.12.9999
901706;16.12.2019;31.12.9999
901707;01.04.2020;31.12.9999
901708;11.02.2011;31.12.9999
901709;02.12.2019;31.12.9999
901710;02.12.2002;31.12.9999
901711;01.04.2020;31.12.9999
901712;02.12.2019;31.12.9999
901713;01.02.2008;31.12.9999
901714;13.09.2013;31.12.9999
901715;01.09.2020;31.12.9999
901717;01.01.2016;31.12.9999
901719;22.05.2015;31.12.9999
901722;01.02.2020;31.12.9999
901723;01.04.2020;31.12.9999
901724;01.01.2016;31.12.9999
901726;01.01.2016;31.12.9999
901727;18.08.2008;31.12.9999
901728;15.07.2020;31.12.9999
901729;07.07.2020;31.12.9999
901730;01.01.2016;31.12.9999
901731;14.10.2014;31.12.9999
901734;01.01.2016;31.12.9999
901736;01.04.2020;31.12.9999
901737;01.06.2011;31.12.9999
901738;03.07.2006;31.12.9999
901739;19.08.2019;31.12.9999
901742;01.06.2004;31.12.9999
901744;01.01.2016;31.12.9999
901745;01.01.2016;31.12.9999
901746;09.12.2019;31.12.9999
901747;26.05.2015;31.12.9999
901749;08.07.2020;31.12.9999
901750;14.07.2009;31.12.9999
901752;09.02.2015;31.12.9999
901754;15.07.2020;31.12.9999
901755;28.01.2016;31.12.9999
901760;14.09.2017;31.12.9999
901762;01.01.2016;31.12.9999
901763;01.04.2019;31.12.9999
901764;21.07.2014;31.12.9999
901766;27.05.2014;31.12.9999
901767;19.10.2006;31.12.9999
901767;01.09.2014;31.12.9999
901768;01.04.2020;31.12.9999
901770;02.09.2013;31.12.9999
901771;07.03.2014;31.12.9999
901772;19.08.2019;31.12.9999
901773;18.03.2013;31.12.9999
901774;01.06.2015;31.12.9999
901775;23.09.2020;31.12.9999
901776;01.07.2012;31.12.9999
901777;01.04.2020;31.12.9999
901778;01.08.2014;31.12.9999
901778;01.01.2018;31.12.9999
901779;01.04.2020;31.12.9999
901780;01.12.1992;31.12.9999
901781;15.08.2019;31.12.9999
901783;05.02.2001;31.12.9999
901783;01.02.2018;31.12.9999
901785;03.07.2013;31.12.9999
901786;20.06.2014;31.12.9999
901787;30.03.2018;31.12.9999
901788;07.10.2014;31.12.9999
901789;10.12.2019;31.12.9999
901791;07.08.2017;31.12.9999
901792;15.11.2017;31.12.9999
901794;01.09.2014;31.12.9999
901795;24.04.2014;31.12.9999
901796;19.08.2019;31.12.9999
901797;01.06.2013;31.12.9999
901798;01.04.2020;31.12.9999
901799;11.07.2017;31.12.9999
901800;26.06.2018;31.12.9999
901804;23.09.2020;31.12.9999
901806;15.07.2020;31.12.9999
901807;31.03.2006;31.12.9999
901808;01.04.2020;31.12.9999
901810;01.07.2015;31.12.9999
901813;02.12.2019;31.12.9999
901814;19.08.2019;31.12.9999
901817;01.04.2020;31.12.9999
901818;01.07.2009;31.12.9999
901820;04.03.2015;31.12.9999
901821;02.12.2019;31.12.9999
